timescale,pval,comparison,shed,iteration,hierarchy
4hr,0.893112409806114,Flow Permanence,FB,25,Flow Permanence
daily,0.6877995054823207,Flow Permanence,FB,25,Flow Permanence
hourly,0.9200770384732408,Flow Permanence,FB,25,Flow Permanence
30mins,0.6762345383976003,Flow Permanence,FB,26,Flow Permanence
4hr,0.6228110713471376,Flow Permanence,FB,26,Flow Permanence
daily,0.5035540139872366,Flow Permanence,FB,26,Flow Permanence
hourly,0.6644968142137282,Flow Permanence,FB,26,Flow Permanence
30mins,0.38610689822330774,Flow Permanence,FB,27,Flow Permanence
4hr,0.37021568216278655,Flow Permanence,FB,27,Flow Permanence
daily,0.38003209610617467,Flow Permanence,FB,27,Flow Permanence
hourly,0.3562292492017458,Flow Permanence,FB,27,Flow Permanence
30mins,0.7323863939942208,Flow Permanence,FB,28,Flow Permanence
4hr,0.5500510017528693,Flow Permanence,FB,28,Flow Permanence
daily,0.3707086878895841,Flow Permanence,FB,28,Flow Permanence
hourly,0.6979407635968119,Flow Permanence,FB,28,Flow Permanence
30mins,0.5364983704412829,Flow Permanence,FB,29,Flow Permanence
4hr,0.2925810398572077,Flow Permanence,FB,29,Flow Permanence
daily,0.12669113873237092,Flow Permanence,FB,29,Flow Permanence
hourly,0.4352484156117586,Flow Permanence,FB,29,Flow Permanence
30mins,0.4755563632616163,Flow Permanence,FB,30,Flow Permanence
4hr,0.369689591777682,Flow Permanence,FB,30,Flow Permanence
daily,0.2781404746092174,Flow Permanence,FB,30,Flow Permanence
hourly,0.46987191991120375,Flow Permanence,FB,30,Flow Permanence
30mins,0.6113881972839569,Flow Permanence,FB,31,Flow Permanence
4hr,0.3607272747794971,Flow Permanence,FB,31,Flow Permanence
daily,0.20601192952713593,Flow Permanence,FB,31,Flow Permanence
hourly,0.6440012923071248,Flow Permanence,FB,31,Flow Permanence
30mins,0.6756767601470697,Flow Permanence,FB,32,Flow Permanence
4hr,0.44734409589352275,Flow Permanence,FB,32,Flow Permanence
daily,0.6161622219738757,Flow Permanence,FB,32,Flow Permanence
hourly,0.5936252280035196,Flow Permanence,FB,32,Flow Permanence
30mins,0.7176345888541071,Flow Permanence,FB,33,Flow Permanence
4hr,0.5729656308301898,Flow Permanence,FB,33,Flow Permanence
daily,0.608958049262085,Flow Permanence,FB,33,Flow Permanence
hourly,0.6983790827822791,Flow Permanence,FB,33,Flow Permanence
30mins,0.48860591008487286,Flow Permanence,FB,34,Flow Permanence
4hr,0.5381829650774154,Flow Permanence,FB,34,Flow Permanence
daily,0.4725840585659346,Flow Permanence,FB,34,Flow Permanence
hourly,0.43662017913859247,Flow Permanence,FB,34,Flow Permanence
30mins,0.6279403528218562,Flow Permanence,FB,35,Flow Permanence
4hr,0.46128744090611284,Flow Permanence,FB,35,Flow Permanence
daily,0.22338105424047056,Flow Permanence,FB,35,Flow Permanence
hourly,0.6275458868758799,Flow Permanence,FB,35,Flow Permanence
30mins,0.38139198651540196,Flow Permanence,FB,36,Flow Permanence
4hr,0.4100756679995082,Flow Permanence,FB,36,Flow Permanence
daily,0.25905345109772704,Flow Permanence,FB,36,Flow Permanence
hourly,0.34938024963571845,Flow Permanence,FB,36,Flow Permanence
30mins,0.42375806690490964,Flow Permanence,FB,37,Flow Permanence
4hr,0.4737186772964693,Flow Permanence,FB,37,Flow Permanence
daily,0.3649313394785658,Flow Permanence,FB,37,Flow Permanence
hourly,0.4312748491537375,Flow Permanence,FB,37,Flow Permanence
30mins,0.47967917291837686,Flow Permanence,FB,38,Flow Permanence
4hr,0.27588241627305465,Flow Permanence,FB,38,Flow Permanence
daily,0.17551465763600382,Flow Permanence,FB,38,Flow Permanence
hourly,0.4056466129338757,Flow Permanence,FB,38,Flow Permanence
30mins,0.13040639796666767,Flow Permanence,FB,39,Flow Permanence
4hr,0.07007036902410202,Flow Permanence,FB,39,Flow Permanence
daily,0.07025603394627063,Flow Permanence,FB,39,Flow Permanence
hourly,0.12523573898379234,Flow Permanence,FB,39,Flow Permanence
30mins,0.5810117721675881,Flow Permanence,FB,40,Flow Permanence
4hr,0.6349031416328517,Flow Permanence,FB,40,Flow Permanence
daily,0.46640831712669,Flow Permanence,FB,40,Flow Permanence
hourly,0.5999637469683434,Flow Permanence,FB,40,Flow Permanence
30mins,0.7659630303649347,Flow Permanence,FB,41,Flow Permanence
4hr,0.5529314186442857,Flow Permanence,FB,41,Flow Permanence
daily,0.3567702896920261,Flow Permanence,FB,41,Flow Permanence
hourly,0.6655928360149349,Flow Permanence,FB,41,Flow Permanence
30mins,0.3742137761836845,Flow Permanence,FB,42,Flow Permanence
4hr,0.21247488001093995,Flow Permanence,FB,42,Flow Permanence
daily,0.4086901662000335,Flow Permanence,FB,42,Flow Permanence
hourly,0.3740788261425393,Flow Permanence,FB,42,Flow Permanence
30mins,0.3861069900436757,Flow Permanence,FB,43,Flow Permanence
4hr,0.0817984991659163,Flow Permanence,FB,43,Flow Permanence
daily,0.12315762151734004,Flow Permanence,FB,43,Flow Permanence
hourly,0.2613383372319869,Flow Permanence,FB,43,Flow Permanence
30mins,0.42922252157499674,Flow Permanence,FB,44,Flow Permanence
4hr,0.4008451760947812,Flow Permanence,FB,44,Flow Permanence
daily,0.3192939685522679,Flow Permanence,FB,44,Flow Permanence
hourly,0.39694573899268426,Flow Permanence,FB,44,Flow Permanence
30mins,0.8153262671019496,Flow Permanence,FB,45,Flow Permanence
4hr,0.6375181097267221,Flow Permanence,FB,45,Flow Permanence
daily,0.4136878213266928,Flow Permanence,FB,45,Flow Permanence
hourly,0.8099847375826497,Flow Permanence,FB,45,Flow Permanence
30mins,0.2395590779446941,Flow Permanence,FB,46,Flow Permanence
4hr,0.15414594396965878,Flow Permanence,FB,46,Flow Permanence
daily,0.15353236381338323,Flow Permanence,FB,46,Flow Permanence
hourly,0.22402186939488639,Flow Permanence,FB,46,Flow Permanence
30mins,0.9110080066364576,Flow Permanence,FB,47,Flow Permanence
4hr,0.908516267346912,Flow Permanence,FB,47,Flow Permanence
daily,0.7245020363385459,Flow Permanence,FB,47,Flow Permanence
hourly,0.9351371667094499,Flow Permanence,FB,47,Flow Permanence
30mins,0.466131377343419,Flow Permanence,FB,48,Flow Permanence
4hr,0.2605459320222162,Flow Permanence,FB,48,Flow Permanence
daily,0.2530410706694789,Flow Permanence,FB,48,Flow Permanence
hourly,0.4534115051474226,Flow Permanence,FB,48,Flow Permanence
30mins,0.6096216829127087,Flow Permanence,FB,49,Flow Permanence
4hr,0.5072261585407802,Flow Permanence,FB,49,Flow Permanence
daily,0.2886384473098601,Flow Permanence,FB,49,Flow Permanence
hourly,0.6010394979700059,Flow Permanence,FB,49,Flow Permanence
30mins,0.8888856928900427,Flow Permanence,FB,50,Flow Permanence
4hr,0.628468921392084,Flow Permanence,FB,50,Flow Permanence
daily,0.4109307344039985,Flow Permanence,FB,50,Flow Permanence
hourly,0.8384052435522029,Flow Permanence,FB,50,Flow Permanence
30mins,0.4140984689395845,Flow Permanence,FB,51,Flow Permanence
4hr,0.3161023534563073,Flow Permanence,FB,51,Flow Permanence
daily,0.1370549878623038,Flow Permanence,FB,51,Flow Permanence
hourly,0.3774598431034053,Flow Permanence,FB,51,Flow Permanence
30mins,0.2976288279557098,Flow Permanence,FB,52,Flow Permanence
4hr,0.2571611418739421,Flow Permanence,FB,52,Flow Permanence
daily,0.18429277742063555,Flow Permanence,FB,52,Flow Permanence
hourly,0.3370756372060255,Flow Permanence,FB,52,Flow Permanence
30mins,0.6712813602543724,Flow Permanence,FB,53,Flow Permanence
4hr,0.6502427074521433,Flow Permanence,FB,53,Flow Permanence
daily,0.4452779398425565,Flow Permanence,FB,53,Flow Permanence
hourly,0.6754273339498362,Flow Permanence,FB,53,Flow Permanence
30mins,0.3894302772666748,Flow Permanence,FB,54,Flow Permanence
4hr,0.3639180175499549,Flow Permanence,FB,54,Flow Permanence
daily,0.49432259207648416,Flow Permanence,FB,54,Flow Permanence
hourly,0.425238655492433,Flow Permanence,FB,54,Flow Permanence
30mins,0.7782729898980612,Flow Permanence,FB,55,Flow Permanence
4hr,0.5384354211466882,Flow Permanence,FB,55,Flow Permanence
daily,0.16240933090351314,Flow Permanence,FB,55,Flow Permanence
hourly,0.7354797388588409,Flow Permanence,FB,55,Flow Permanence
30mins,0.820431179150291,Flow Permanence,FB,56,Flow Permanence
4hr,0.45955319693001395,Flow Permanence,FB,56,Flow Permanence
daily,0.25388357382090593,Flow Permanence,FB,56,Flow Permanence
hourly,0.6575463156449396,Flow Permanence,FB,56,Flow Permanence
30mins,0.8802808496708303,Flow Permanence,FB,57,Flow Permanence
4hr,0.8025068459725566,Flow Permanence,FB,57,Flow Permanence
daily,0.7508213093349669,Flow Permanence,FB,57,Flow Permanence
hourly,0.8463789443037203,Flow Permanence,FB,57,Flow Permanence
30mins,0.15461777694901022,Flow Permanence,FB,58,Flow Permanence
4hr,0.09147146312104158,Flow Permanence,FB,58,Flow Permanence
daily,0.018548512872291166,Flow Permanence,FB,58,Flow Permanence
hourly,0.16032112979488192,Flow Permanence,FB,58,Flow Permanence
30mins,0.47555636428000947,Flow Permanence,FB,59,Flow Permanence
4hr,0.2848457782174372,Flow Permanence,FB,59,Flow Permanence
daily,0.0463537165000218,Flow Permanence,FB,59,Flow Permanence
hourly,0.44789581573958515,Flow Permanence,FB,59,Flow Permanence
30mins,0.431549027033518,Flow Permanence,FB,60,Flow Permanence
4hr,0.3634616576969514,Flow Permanence,FB,60,Flow Permanence
daily,0.1626950400415006,Flow Permanence,FB,60,Flow Permanence
hourly,0.456588327258757,Flow Permanence,FB,60,Flow Permanence
30mins,0.5163941028179432,Flow Permanence,FB,61,Flow Permanence
4hr,0.516628307835254,Flow Permanence,FB,61,Flow Permanence
daily,0.20249449963354846,Flow Permanence,FB,61,Flow Permanence
hourly,0.5536198031523426,Flow Permanence,FB,61,Flow Permanence
30mins,0.40095746424253087,Flow Permanence,FB,62,Flow Permanence
4hr,0.28520159503096154,Flow Permanence,FB,62,Flow Permanence
daily,0.0831640511509423,Flow Permanence,FB,62,Flow Permanence
hourly,0.37326872519188337,Flow Permanence,FB,62,Flow Permanence
30mins,0.200686075675107,Flow Permanence,FB,63,Flow Permanence
4hr,0.07101260890004868,Flow Permanence,FB,63,Flow Permanence
daily,0.03732747550763585,Flow Permanence,FB,63,Flow Permanence
hourly,0.13092423080274937,Flow Permanence,FB,63,Flow Permanence
30mins,0.5266629575795884,Flow Permanence,FB,64,Flow Permanence
4hr,0.287805056130375,Flow Permanence,FB,64,Flow Permanence
daily,0.1302077295596698,Flow Permanence,FB,64,Flow Permanence
hourly,0.46807034894710386,Flow Permanence,FB,64,Flow Permanence
30mins,0.14888581958839228,Flow Permanence,FB,65,Flow Permanence
4hr,0.08931368929544346,Flow Permanence,FB,65,Flow Permanence
daily,0.16807193549872396,Flow Permanence,FB,65,Flow Permanence
hourly,0.12153932383536789,Flow Permanence,FB,65,Flow Permanence
30mins,0.38464181988388635,Flow Permanence,FB,66,Flow Permanence
4hr,0.2516907024102236,Flow Permanence,FB,66,Flow Permanence
daily,0.2313389501653221,Flow Permanence,FB,66,Flow Permanence
hourly,0.36457302374578493,Flow Permanence,FB,66,Flow Permanence
30mins,0.1825094432256788,Flow Permanence,FB,67,Flow Permanence
4hr,0.14348738233644154,Flow Permanence,FB,67,Flow Permanence
daily,0.06705255778939483,Flow Permanence,FB,67,Flow Permanence
hourly,0.19483107978170808,Flow Permanence,FB,67,Flow Permanence
30mins,0.8648064830109499,Flow Permanence,FB,68,Flow Permanence
4hr,0.7925030639678405,Flow Permanence,FB,68,Flow Permanence
daily,0.46875583172122975,Flow Permanence,FB,68,Flow Permanence
hourly,0.832009348928018,Flow Permanence,FB,68,Flow Permanence
30mins,0.3458960863096714,Flow Permanence,FB,69,Flow Permanence
4hr,0.25918913928212184,Flow Permanence,FB,69,Flow Permanence
daily,0.19314418826743598,Flow Permanence,FB,69,Flow Permanence
hourly,0.3831775823350427,Flow Permanence,FB,69,Flow Permanence
30mins,0.5272175728169497,Flow Permanence,FB,70,Flow Permanence
4hr,0.5565106566437534,Flow Permanence,FB,70,Flow Permanence
daily,0.29611677668246333,Flow Permanence,FB,70,Flow Permanence
hourly,0.48652218221486493,Flow Permanence,FB,70,Flow Permanence
30mins,0.15812183939482718,Flow Permanence,FB,71,Flow Permanence
4hr,0.1299608253641979,Flow Permanence,FB,71,Flow Permanence
daily,0.05060374778546672,Flow Permanence,FB,71,Flow Permanence
hourly,0.17905904455408134,Flow Permanence,FB,71,Flow Permanence
30mins,0.3425630308172467,Flow Permanence,FB,72,Flow Permanence
4hr,0.40894533114446047,Flow Permanence,FB,72,Flow Permanence
daily,0.15083098814676588,Flow Permanence,FB,72,Flow Permanence
hourly,0.3879747992105098,Flow Permanence,FB,72,Flow Permanence
30mins,0.765107729271778,Flow Permanence,FB,73,Flow Permanence
4hr,0.7507024056671955,Flow Permanence,FB,73,Flow Permanence
daily,0.4928669891101121,Flow Permanence,FB,73,Flow Permanence
hourly,0.7577682731159847,Flow Permanence,FB,73,Flow Permanence
30mins,0.23489207618792884,Flow Permanence,FB,74,Flow Permanence
4hr,0.14607673317080955,Flow Permanence,FB,74,Flow Permanence
daily,0.14821748647753724,Flow Permanence,FB,74,Flow Permanence
hourly,0.21231262711582144,Flow Permanence,FB,74,Flow Permanence
30mins,0.23941102755836377,Flow Permanence,FB,75,Flow Permanence
4hr,0.14759805829010222,Flow Permanence,FB,75,Flow Permanence
daily,0.03635924316139121,Flow Permanence,FB,75,Flow Permanence
hourly,0.1898247508846668,Flow Permanence,FB,75,Flow Permanence
30mins,0.656157245831166,Flow Permanence,FB,76,Flow Permanence
4hr,0.6175211188868653,Flow Permanence,FB,76,Flow Permanence
daily,0.349989547318282,Flow Permanence,FB,76,Flow Permanence
hourly,0.6295213607404069,Flow Permanence,FB,76,Flow Permanence
30mins,0.4206227327486749,Flow Permanence,FB,77,Flow Permanence
4hr,0.32897060139392265,Flow Permanence,FB,77,Flow Permanence
daily,0.239449707610757,Flow Permanence,FB,77,Flow Permanence
hourly,0.4513424057929638,Flow Permanence,FB,77,Flow Permanence
30mins,0.39559456793097447,Flow Permanence,FB,78,Flow Permanence
4hr,0.3305813915857597,Flow Permanence,FB,78,Flow Permanence
daily,0.1603986016126156,Flow Permanence,FB,78,Flow Permanence
hourly,0.3728641787387984,Flow Permanence,FB,78,Flow Permanence
30mins,0.1744536459667517,Flow Permanence,FB,79,Flow Permanence
4hr,0.1046562199108347,Flow Permanence,FB,79,Flow Permanence
daily,0.04320609292229883,Flow Permanence,FB,79,Flow Permanence
hourly,0.15653064223474158,Flow Permanence,FB,79,Flow Permanence
30mins,0.11519132528126466,Flow Permanence,FB,80,Flow Permanence
4hr,0.17098078904260652,Flow Permanence,FB,80,Flow Permanence
daily,0.12616997062772659,Flow Permanence,FB,80,Flow Permanence
hourly,0.15411704317412173,Flow Permanence,FB,80,Flow Permanence
30mins,0.42812817562346067,Flow Permanence,FB,81,Flow Permanence
4hr,0.2609985843919175,Flow Permanence,FB,81,Flow Permanence
daily,0.18364186195568358,Flow Permanence,FB,81,Flow Permanence
hourly,0.37787139653570573,Flow Permanence,FB,81,Flow Permanence
30mins,0.2748800612690375,Flow Permanence,FB,82,Flow Permanence
4hr,0.2580635555698539,Flow Permanence,FB,82,Flow Permanence
daily,0.41519388049922323,Flow Permanence,FB,82,Flow Permanence
hourly,0.2817782813520978,Flow Permanence,FB,82,Flow Permanence
30mins,0.7570041938623662,Flow Permanence,FB,83,Flow Permanence
4hr,0.6416096289378872,Flow Permanence,FB,83,Flow Permanence
daily,0.6866673894623148,Flow Permanence,FB,83,Flow Permanence
hourly,0.777961859443584,Flow Permanence,FB,83,Flow Permanence
30mins,0.25280162009561274,Flow Permanence,FB,84,Flow Permanence
4hr,0.30817541775247687,Flow Permanence,FB,84,Flow Permanence
daily,0.09714439745216912,Flow Permanence,FB,84,Flow Permanence
hourly,0.23919481874985793,Flow Permanence,FB,84,Flow Permanence
30mins,0.6186811900856395,Flow Permanence,FB,85,Flow Permanence
4hr,0.5233339920807762,Flow Permanence,FB,85,Flow Permanence
daily,0.21558391339391209,Flow Permanence,FB,85,Flow Permanence
hourly,0.6213338940077496,Flow Permanence,FB,85,Flow Permanence
30mins,0.6712805078320895,Flow Permanence,FB,86,Flow Permanence
4hr,0.5519670318666683,Flow Permanence,FB,86,Flow Permanence
daily,0.5133609573921085,Flow Permanence,FB,86,Flow Permanence
hourly,0.656028978034654,Flow Permanence,FB,86,Flow Permanence
30mins,0.23031828733017737,Flow Permanence,FB,87,Flow Permanence
4hr,0.19124535184143973,Flow Permanence,FB,87,Flow Permanence
daily,0.2905448982586979,Flow Permanence,FB,87,Flow Permanence
hourly,0.23095406634101706,Flow Permanence,FB,87,Flow Permanence
30mins,0.5345607063567283,Flow Permanence,FB,88,Flow Permanence
4hr,0.4319590495913982,Flow Permanence,FB,88,Flow Permanence
daily,0.37377201969020307,Flow Permanence,FB,88,Flow Permanence
hourly,0.5474162592007341,Flow Permanence,FB,88,Flow Permanence
30mins,0.6333309403672223,Flow Permanence,FB,89,Flow Permanence
4hr,0.5061145443209811,Flow Permanence,FB,89,Flow Permanence
daily,0.32783583691599566,Flow Permanence,FB,89,Flow Permanence
hourly,0.6569261563322791,Flow Permanence,FB,89,Flow Permanence
30mins,0.674548530321541,Flow Permanence,FB,90,Flow Permanence
4hr,0.5907844930434935,Flow Permanence,FB,90,Flow Permanence
daily,0.47014850991319107,Flow Permanence,FB,90,Flow Permanence
hourly,0.6519172137412574,Flow Permanence,FB,90,Flow Permanence
30mins,0.5423063659292754,Flow Permanence,FB,91,Flow Permanence
4hr,0.34628343484996427,Flow Permanence,FB,91,Flow Permanence
daily,0.34115480947146204,Flow Permanence,FB,91,Flow Permanence
hourly,0.5238886127287118,Flow Permanence,FB,91,Flow Permanence
30mins,0.028456346515558586,Flow Permanence,FB,92,Flow Permanence
4hr,0.03198979310886168,Flow Permanence,FB,92,Flow Permanence
daily,0.006145324617610073,Flow Permanence,FB,92,Flow Permanence
hourly,0.028362840048233407,Flow Permanence,FB,92,Flow Permanence
30mins,0.796175274909339,Flow Permanence,FB,93,Flow Permanence
4hr,0.5130766729102617,Flow Permanence,FB,93,Flow Permanence
daily,0.3335535127300775,Flow Permanence,FB,93,Flow Permanence
hourly,0.7216241019710039,Flow Permanence,FB,93,Flow Permanence
30mins,0.08631429387530457,Flow Permanence,FB,94,Flow Permanence
4hr,0.06523981602182273,Flow Permanence,FB,94,Flow Permanence
daily,0.02440174447785018,Flow Permanence,FB,94,Flow Permanence
hourly,0.06396609329189208,Flow Permanence,FB,94,Flow Permanence
30mins,0.4657161773896237,Flow Permanence,FB,95,Flow Permanence
4hr,0.3330125043872798,Flow Permanence,FB,95,Flow Permanence
daily,0.27105563162609747,Flow Permanence,FB,95,Flow Permanence
hourly,0.42116705264737553,Flow Permanence,FB,95,Flow Permanence
30mins,0.25441193003250295,Flow Permanence,FB,96,Flow Permanence
4hr,0.12988732725595875,Flow Permanence,FB,96,Flow Permanence
daily,0.1961767039995605,Flow Permanence,FB,96,Flow Permanence
hourly,0.21736714548031882,Flow Permanence,FB,96,Flow Permanence
30mins,0.5903784079784211,Flow Permanence,FB,97,Flow Permanence
4hr,0.5026404867451462,Flow Permanence,FB,97,Flow Permanence
daily,0.6192159679438163,Flow Permanence,FB,97,Flow Permanence
hourly,0.5863119197500593,Flow Permanence,FB,97,Flow Permanence
30mins,0.6435109549597522,Flow Permanence,FB,98,Flow Permanence
4hr,0.6173850883632426,Flow Permanence,FB,98,Flow Permanence
daily,0.40371453647913635,Flow Permanence,FB,98,Flow Permanence
hourly,0.6247746313301352,Flow Permanence,FB,98,Flow Permanence
30mins,0.5202814470562753,Flow Permanence,FB,99,Flow Permanence
4hr,0.4469875972737216,Flow Permanence,FB,99,Flow Permanence
daily,0.21506409879647198,Flow Permanence,FB,99,Flow Permanence
hourly,0.45189322839688945,Flow Permanence,FB,99,Flow Permanence
30mins,0.3455107159568944,Flow Permanence,FB,100,Flow Permanence
4hr,0.5181903692572799,Flow Permanence,FB,100,Flow Permanence
daily,0.3100559603107763,Flow Permanence,FB,100,Flow Permanence
hourly,0.3670626067735927,Flow Permanence,FB,100,Flow Permanence
30mins,0.6157567834992774,Duration of Flow,FB,1,Duration of Flow
4hr,0.4001715380559745,Duration of Flow,FB,1,Duration of Flow
daily,0.39091117386464075,Duration of Flow,FB,1,Duration of Flow
hourly,0.5418920192522763,Duration of Flow,FB,1,Duration of Flow
30mins,0.41083997329335553,Duration of Flow,FB,2,Duration of Flow
4hr,0.4605431812550815,Duration of Flow,FB,2,Duration of Flow
daily,0.20497529190887812,Duration of Flow,FB,2,Duration of Flow
hourly,0.41219535349944114,Duration of Flow,FB,2,Duration of Flow
30mins,0.7305048711246289,Duration of Flow,FB,3,Duration of Flow
4hr,0.5489335587560065,Duration of Flow,FB,3,Duration of Flow
daily,0.34030802729874976,Duration of Flow,FB,3,Duration of Flow
hourly,0.7100071200173885,Duration of Flow,FB,3,Duration of Flow
30mins,0.23382617036736977,Duration of Flow,FB,4,Duration of Flow
4hr,0.20869505567868102,Duration of Flow,FB,4,Duration of Flow
daily,0.12166562671847185,Duration of Flow,FB,4,Duration of Flow
hourly,0.25313825188716943,Duration of Flow,FB,4,Duration of Flow
30mins,0.4267753603675546,Duration of Flow,FB,5,Duration of Flow
4hr,0.35260107965426857,Duration of Flow,FB,5,Duration of Flow
daily,0.16942683936080136,Duration of Flow,FB,5,Duration of Flow
hourly,0.4237029250000112,Duration of Flow,FB,5,Duration of Flow
30mins,0.39815448009121746,Duration of Flow,FB,6,Duration of Flow
4hr,0.3382220703848594,Duration of Flow,FB,6,Duration of Flow
daily,0.0481452105184565,Duration of Flow,FB,6,Duration of Flow
hourly,0.4112475259262584,Duration of Flow,FB,6,Duration of Flow
30mins,0.4948581708557007,Duration of Flow,FB,7,Duration of Flow
4hr,0.5008338323999285,Duration of Flow,FB,7,Duration of Flow
daily,0.2153737543847539,Duration of Flow,FB,7,Duration of Flow
hourly,0.5159775183026939,Duration of Flow,FB,7,Duration of Flow
30mins,0.31771215718724666,Duration of Flow,FB,8,Duration of Flow
4hr,0.1595525476386567,Duration of Flow,FB,8,Duration of Flow
daily,0.039775002710811455,Duration of Flow,FB,8,Duration of Flow
hourly,0.30759786571977843,Duration of Flow,FB,8,Duration of Flow
30mins,0.4659933293324978,Duration of Flow,FB,9,Duration of Flow
4hr,0.24401240209737102,Duration of Flow,FB,9,Duration of Flow
daily,0.07930632380178647,Duration of Flow,FB,9,Duration of Flow
hourly,0.30637518623378857,Duration of Flow,FB,9,Duration of Flow
30mins,0.5355297657250699,Duration of Flow,FB,10,Duration of Flow
4hr,0.2856740844640149,Duration of Flow,FB,10,Duration of Flow
daily,0.568177661557435,Duration of Flow,FB,10,Duration of Flow
hourly,0.42635127282675045,Duration of Flow,FB,10,Duration of Flow
30mins,0.20969207668804782,Duration of Flow,FB,11,Duration of Flow
4hr,0.1987323744196502,Duration of Flow,FB,11,Duration of Flow
daily,0.07602820862480335,Duration of Flow,FB,11,Duration of Flow
hourly,0.19438948720069807,Duration of Flow,FB,11,Duration of Flow
30mins,0.12323506785780677,Duration of Flow,FB,12,Duration of Flow
4hr,0.061011027451131475,Duration of Flow,FB,12,Duration of Flow
daily,0.09038526834121471,Duration of Flow,FB,12,Duration of Flow
hourly,0.13159025389515802,Duration of Flow,FB,12,Duration of Flow
30mins,0.5695461506545213,Duration of Flow,FB,13,Duration of Flow
4hr,0.28283702788365606,Duration of Flow,FB,13,Duration of Flow
daily,0.14575389795473706,Duration of Flow,FB,13,Duration of Flow
hourly,0.5442405445236306,Duration of Flow,FB,13,Duration of Flow
30mins,0.7325047671384491,Duration of Flow,FB,14,Duration of Flow
4hr,0.6193434910255153,Duration of Flow,FB,14,Duration of Flow
daily,0.24535568987305326,Duration of Flow,FB,14,Duration of Flow
hourly,0.6947243263109237,Duration of Flow,FB,14,Duration of Flow
30mins,0.6851391960272015,Duration of Flow,FB,15,Duration of Flow
4hr,0.43661936955914515,Duration of Flow,FB,15,Duration of Flow
daily,0.16065315462787477,Duration of Flow,FB,15,Duration of Flow
hourly,0.5301284649635203,Duration of Flow,FB,15,Duration of Flow
30mins,0.43620887594634256,Duration of Flow,FB,16,Duration of Flow
4hr,0.5318102056395105,Duration of Flow,FB,16,Duration of Flow
daily,0.2929399382797888,Duration of Flow,FB,16,Duration of Flow
hourly,0.36614646156145503,Duration of Flow,FB,16,Duration of Flow
30mins,0.846864261265135,Duration of Flow,FB,17,Duration of Flow
4hr,0.5105188640278153,Duration of Flow,FB,17,Duration of Flow
daily,0.3947689872013743,Duration of Flow,FB,17,Duration of Flow
hourly,0.7301530564396145,Duration of Flow,FB,17,Duration of Flow
30mins,0.47570526204521385,Duration of Flow,FB,18,Duration of Flow
4hr,0.2994533659285781,Duration of Flow,FB,18,Duration of Flow
daily,0.07634926619350897,Duration of Flow,FB,18,Duration of Flow
hourly,0.4467061003181616,Duration of Flow,FB,18,Duration of Flow
30mins,0.7842355657679156,Duration of Flow,FB,19,Duration of Flow
4hr,0.6855102236000047,Duration of Flow,FB,19,Duration of Flow
daily,0.270199117993183,Duration of Flow,FB,19,Duration of Flow
hourly,0.7818823098184978,Duration of Flow,FB,19,Duration of Flow
30mins,0.4798214370169666,Duration of Flow,FB,20,Duration of Flow
4hr,0.5022745844016021,Duration of Flow,FB,20,Duration of Flow
daily,0.5444049978258436,Duration of Flow,FB,20,Duration of Flow
hourly,0.5234434212916814,Duration of Flow,FB,20,Duration of Flow
30mins,0.48166749568807476,Duration of Flow,FB,21,Duration of Flow
4hr,0.3649649083026735,Duration of Flow,FB,21,Duration of Flow
daily,0.23504488644026775,Duration of Flow,FB,21,Duration of Flow
hourly,0.49260797331285733,Duration of Flow,FB,21,Duration of Flow
30mins,0.4972205959039548,Duration of Flow,FB,22,Duration of Flow
4hr,0.33402788206799805,Duration of Flow,FB,22,Duration of Flow
daily,0.24924678998404037,Duration of Flow,FB,22,Duration of Flow
hourly,0.4636399926386518,Duration of Flow,FB,22,Duration of Flow
30mins,0.6150714279821089,Duration of Flow,FB,23,Duration of Flow
4hr,0.38450787110415485,Duration of Flow,FB,23,Duration of Flow
daily,0.09450139293643589,Duration of Flow,FB,23,Duration of Flow
hourly,0.544122149152864,Duration of Flow,FB,23,Duration of Flow
30mins,0.6258311812613834,Duration of Flow,FB,24,Duration of Flow
4hr,0.2738324478673979,Duration of Flow,FB,24,Duration of Flow
daily,0.2725807152871301,Duration of Flow,FB,24,Duration of Flow
hourly,0.5320681958208504,Duration of Flow,FB,24,Duration of Flow
30mins,0.5726919717788929,Duration of Flow,FB,25,Duration of Flow
4hr,0.34026079145283866,Duration of Flow,FB,25,Duration of Flow
daily,0.1615307297096678,Duration of Flow,FB,25,Duration of Flow
hourly,0.5180600999952985,Duration of Flow,FB,25,Duration of Flow
30mins,0.48166750545963183,Duration of Flow,FB,26,Duration of Flow
4hr,0.31535898689246256,Duration of Flow,FB,26,Duration of Flow
daily,0.28235271410430207,Duration of Flow,FB,26,Duration of Flow
hourly,0.4192427525573149,Duration of Flow,FB,26,Duration of Flow
30mins,0.535253140409304,Duration of Flow,FB,27,Duration of Flow
4hr,0.40084335378891806,Duration of Flow,FB,27,Duration of Flow
daily,0.3060024876558256,Duration of Flow,FB,27,Duration of Flow
hourly,0.5272175596382684,Duration of Flow,FB,27,Duration of Flow
30mins,0.4322324305270717,Duration of Flow,FB,28,Duration of Flow
4hr,0.27048155130066476,Duration of Flow,FB,28,Duration of Flow
daily,0.4189636127595109,Duration of Flow,FB,28,Duration of Flow
