timescale,pval,comparison,shed,iteration,hierarchy
hourly,0.2496926668220623,Drainage Area,FB,16,Drainage Area
30mins,0.473614379522812,Drainage Area,FB,17,Drainage Area
4hr,0.4260765880484029,Drainage Area,FB,17,Drainage Area
daily,0.27487435987732156,Drainage Area,FB,17,Drainage Area
hourly,0.5040301508913266,Drainage Area,FB,17,Drainage Area
30mins,0.5725562507937462,Drainage Area,FB,18,Drainage Area
4hr,0.46862487215501425,Drainage Area,FB,18,Drainage Area
daily,0.30857427758619416,Drainage Area,FB,18,Drainage Area
hourly,0.5358068797155923,Drainage Area,FB,18,Drainage Area
30mins,0.3474389868519142,Drainage Area,FB,19,Drainage Area
4hr,0.39477120538917876,Drainage Area,FB,19,Drainage Area
daily,0.45023010606551445,Drainage Area,FB,19,Drainage Area
hourly,0.3246988984393493,Drainage Area,FB,19,Drainage Area
30mins,0.6006359150629696,Drainage Area,FB,20,Drainage Area
4hr,0.4657159734664117,Drainage Area,FB,20,Drainage Area
daily,0.3894293843395924,Drainage Area,FB,20,Drainage Area
hourly,0.5728290583468026,Drainage Area,FB,20,Drainage Area
30mins,0.5819626877454621,Drainage Area,FB,21,Drainage Area
4hr,0.47999665463905017,Drainage Area,FB,21,Drainage Area
daily,0.40840332084475445,Drainage Area,FB,21,Drainage Area
hourly,0.5620065662075003,Drainage Area,FB,21,Drainage Area
30mins,0.6200074748898939,Drainage Area,FB,22,Drainage Area
4hr,0.4691814558673864,Drainage Area,FB,22,Drainage Area
daily,0.5382967396864796,Drainage Area,FB,22,Drainage Area
hourly,0.59321809518050606,Drainage Area,FB,22,Drainage Area
30mins,0.19352799360966902,Drainage Area,FB,23,Drainage Area
4hr,0.1189538674456007,Drainage Area,FB,23,Drainage Area
daily,0.09539855933873893,Drainage Area,FB,23,Drainage Area
hourly,0.20759178827081967,Drainage Area,FB,23,Drainage Area
30mins,0.8876228996442185,Drainage Area,FB,24,Drainage Area
4hr,0.48195163624258586,Drainage Area,FB,24,Drainage Area
daily,0.25099085656539855,Drainage Area,FB,24,Drainage Area
hourly,0.8334921513096876,Drainage Area,FB,24,Drainage Area
30mins,0.16711150755092471,Drainage Area,FB,25,Drainage Area
4hr,0.1673732176780314,Drainage Area,FB,25,Drainage Area
daily,0.3602544711218719,Drainage Area,FB,25,Drainage Area
hourly,0.1802443332761363,Drainage Area,FB,25,Drainage Area
30mins,0.3560992842502515,Drainage Area,FB,26,Drainage Area
4hr,0.31733957024603343,Drainage Area,FB,26,Drainage Area
daily,0.18774234013068739,Drainage Area,FB,26,Drainage Area
hourly,0.39426075169109087,Drainage Area,FB,26,Drainage Area
30mins,0.24507045953437032,Drainage Area,FB,27,Drainage Area
4hr,0.31970382239590855,Drainage Area,FB,27,Drainage Area
daily,0.14823682372130695,Drainage Area,FB,27,Drainage Area
hourly,0.2905464493920281,Drainage Area,FB,27,Drainage Area
30mins,0.42971291852182825,Drainage Area,FB,28,Drainage Area
4hr,0.39412805243341353,Drainage Area,FB,28,Drainage Area
daily,0.41236350593511867,Drainage Area,FB,28,Drainage Area
hourly,0.40578665100983335,Drainage Area,FB,28,Drainage Area
30mins,0.44514172995653356,Drainage Area,FB,29,Drainage Area
4hr,0.22287137207828256,Drainage Area,FB,29,Drainage Area
daily,0.16193587390787118,Drainage Area,FB,29,Drainage Area
hourly,0.4240312832552419,Drainage Area,FB,29,Drainage Area
30mins,0.045863512988559195,Drainage Area,FB,30,Drainage Area
4hr,0.035989936503334194,Drainage Area,FB,30,Drainage Area
daily,0.14235752931516277,Drainage Area,FB,30,Drainage Area
hourly,0.03845207068900201,Drainage Area,FB,30,Drainage Area
30mins,0.07224636852685173,Drainage Area,FB,31,Drainage Area
4hr,0.05832570449383476,Drainage Area,FB,31,Drainage Area
daily,0.046877222045591783,Drainage Area,FB,31,Drainage Area
hourly,0.0856024845288191,Drainage Area,FB,31,Drainage Area
30mins,0.22110881648700795,Drainage Area,FB,32,Drainage Area
4hr,0.07868433630583643,Drainage Area,FB,32,Drainage Area
daily,0.08835523575392215,Drainage Area,FB,32,Drainage Area
hourly,0.17400733622357845,Drainage Area,FB,32,Drainage Area
30mins,0.18709712595450637,Drainage Area,FB,33,Drainage Area
4hr,0.24000642048152815,Drainage Area,FB,33,Drainage Area
daily,0.0825486525319229,Drainage Area,FB,33,Drainage Area
hourly,0.16125241314805,Drainage Area,FB,33,Drainage Area
30mins,0.49596990344087266,Drainage Area,FB,34,Drainage Area
4hr,0.33465795197429127,Drainage Area,FB,34,Drainage Area
daily,0.20896793894186003,Drainage Area,FB,34,Drainage Area
hourly,0.44665570762365375,Drainage Area,FB,34,Drainage Area
30mins,0.5112293454582566,Drainage Area,FB,35,Drainage Area
4hr,0.46280702018132464,Drainage Area,FB,35,Drainage Area
daily,0.35122586173509407,Drainage Area,FB,35,Drainage Area
hourly,0.5436982719412429,Drainage Area,FB,35,Drainage Area
30mins,0.6596105252368966,Drainage Area,FB,36,Drainage Area
4hr,0.6242990882058639,Drainage Area,FB,36,Drainage Area
daily,0.4401033410230969,Drainage Area,FB,36,Drainage Area
hourly,0.6893323827060791,Drainage Area,FB,36,Drainage Area
30mins,0.5427090307624151,Drainage Area,FB,37,Drainage Area
4hr,0.3875723085617867,Drainage Area,FB,37,Drainage Area
daily,0.25376529265594905,Drainage Area,FB,37,Drainage Area
hourly,0.53393582985456,Drainage Area,FB,37,Drainage Area
30mins,0.27779541509604233,Drainage Area,FB,38,Drainage Area
4hr,0.16555323601160232,Drainage Area,FB,38,Drainage Area
daily,0.14464045584308433,Drainage Area,FB,38,Drainage Area
hourly,0.26589268490157714,Drainage Area,FB,38,Drainage Area
30mins,0.4629483317903543,Drainage Area,FB,39,Drainage Area
4hr,0.13594799818333042,Drainage Area,FB,39,Drainage Area
daily,0.07143500702877162,Drainage Area,FB,39,Drainage Area
hourly,0.3466691118095102,Drainage Area,FB,39,Drainage Area
30mins,0.14448537570915107,Drainage Area,FB,40,Drainage Area
4hr,0.09655238827841668,Drainage Area,FB,40,Drainage Area
daily,0.02316959537507907,Drainage Area,FB,40,Drainage Area
hourly,0.10817372626549004,Drainage Area,FB,40,Drainage Area
30mins,0.801164454881761,Drainage Area,FB,41,Drainage Area
4hr,0.7112389011799634,Drainage Area,FB,41,Drainage Area
daily,0.1861119988330798,Drainage Area,FB,41,Drainage Area
hourly,0.7093331389302406,Drainage Area,FB,41,Drainage Area
30mins,0.2608850919600626,Drainage Area,FB,42,Drainage Area
4hr,0.20610092280212008,Drainage Area,FB,42,Drainage Area
daily,0.05361829399043246,Drainage Area,FB,42,Drainage Area
hourly,0.23617688587085378,Drainage Area,FB,42,Drainage Area
30mins,0.17391341923123646,Drainage Area,FB,43,Drainage Area
4hr,0.11052017299484924,Drainage Area,FB,43,Drainage Area
daily,0.14324514752221462,Drainage Area,FB,43,Drainage Area
hourly,0.16108200428079117,Drainage Area,FB,43,Drainage Area
30mins,0.22651932023506943,Drainage Area,FB,44,Drainage Area
4hr,0.18582775614179528,Drainage Area,FB,44,Drainage Area
daily,0.1876093714625726,Drainage Area,FB,44,Drainage Area
hourly,0.2844872500392054,Drainage Area,FB,44,Drainage Area
30mins,0.3925771542774793,Drainage Area,FB,45,Drainage Area
4hr,0.33316632361585785,Drainage Area,FB,45,Drainage Area
daily,0.455453306910981,Drainage Area,FB,45,Drainage Area
hourly,0.39614302300610715,Drainage Area,FB,45,Drainage Area
30mins,0.6279404645167557,Drainage Area,FB,46,Drainage Area
4hr,0.2560414972028329,Drainage Area,FB,46,Drainage Area
daily,0.1916034997018953,Drainage Area,FB,46,Drainage Area
hourly,0.5058365948048762,Drainage Area,FB,46,Drainage Area
30mins,0.7406943927113303,Drainage Area,FB,47,Drainage Area
4hr,0.6101542829248505,Drainage Area,FB,47,Drainage Area
daily,0.2699621882987663,Drainage Area,FB,47,Drainage Area
hourly,0.7326195436361432,Drainage Area,FB,47,Drainage Area
30mins,0.2875673211654959,Drainage Area,FB,48,Drainage Area
4hr,0.1390831605412557,Drainage Area,FB,48,Drainage Area
daily,0.09153326544677434,Drainage Area,FB,48,Drainage Area
hourly,0.23542480687152678,Drainage Area,FB,48,Drainage Area
30mins,0.37390415907859004,Drainage Area,FB,49,Drainage Area
4hr,0.3512278984477917,Drainage Area,FB,49,Drainage Area
daily,0.1532957302037681,Drainage Area,FB,49,Drainage Area
hourly,0.3058839004900692,Drainage Area,FB,49,Drainage Area
30mins,0.07894186080042384,Drainage Area,FB,50,Drainage Area
4hr,0.07712359873101901,Drainage Area,FB,50,Drainage Area
daily,0.0693027010247774,Drainage Area,FB,50,Drainage Area
hourly,0.07576172571193224,Drainage Area,FB,50,Drainage Area
30mins,0.4491029134781489,Drainage Area,FB,51,Drainage Area
4hr,0.30168547407899254,Drainage Area,FB,51,Drainage Area
daily,0.31929402339833945,Drainage Area,FB,51,Drainage Area
hourly,0.46691420090995855,Drainage Area,FB,51,Drainage Area
30mins,0.8157905231694523,Drainage Area,FB,52,Drainage Area
4hr,0.6523027379882969,Drainage Area,FB,52,Drainage Area
daily,0.27863045140012677,Drainage Area,FB,52,Drainage Area
hourly,0.7872816704394635,Drainage Area,FB,52,Drainage Area
30mins,0.2569302388380647,Drainage Area,FB,53,Drainage Area
4hr,0.1618919669729351,Drainage Area,FB,53,Drainage Area
daily,0.18004248180657562,Drainage Area,FB,53,Drainage Area
hourly,0.2197819217194972,Drainage Area,FB,53,Drainage Area
30mins,0.7069445176988328,Drainage Area,FB,54,Drainage Area
4hr,0.711960523976309,Drainage Area,FB,54,Drainage Area
daily,0.33910220117007495,Drainage Area,FB,54,Drainage Area
hourly,0.6779305671626455,Drainage Area,FB,54,Drainage Area
30mins,0.09530834917952499,Drainage Area,FB,55,Drainage Area
4hr,0.22020690904378112,Drainage Area,FB,55,Drainage Area
daily,0.2891848229873425,Drainage Area,FB,55,Drainage Area
hourly,0.11771532511709079,Drainage Area,FB,55,Drainage Area
30mins,0.4876332945121536,Drainage Area,FB,56,Drainage Area
4hr,0.41382325010134613,Drainage Area,FB,56,Drainage Area
daily,0.2783065959503317,Drainage Area,FB,56,Drainage Area
hourly,0.4841611335847863,Drainage Area,FB,56,Drainage Area
30mins,0.92636757774131,Drainage Area,FB,57,Drainage Area
4hr,0.8615314954457254,Drainage Area,FB,57,Drainage Area
daily,0.8056601813616773,Drainage Area,FB,57,Drainage Area
hourly,0.9318258758234457,Drainage Area,FB,57,Drainage Area
30mins,0.7178713707559954,Drainage Area,FB,58,Drainage Area
4hr,0.6283373262279741,Drainage Area,FB,58,Drainage Area
daily,0.4654385732178522,Drainage Area,FB,58,Drainage Area
hourly,0.680175909840455,Drainage Area,FB,58,Drainage Area
30mins,0.7082992866802618,Drainage Area,FB,59,Drainage Area
4hr,0.595042802466952,Drainage Area,FB,59,Drainage Area
daily,0.39722048437909285,Drainage Area,FB,59,Drainage Area
hourly,0.6585017033351841,Drainage Area,FB,59,Drainage Area
30mins,0.1475951386012683,Drainage Area,FB,60,Drainage Area
4hr,0.0704412121052186,Drainage Area,FB,60,Drainage Area
daily,0.03732957471610063,Drainage Area,FB,60,Drainage Area
hourly,0.13136589424998615,Drainage Area,FB,60,Drainage Area
30mins,0.6031891739880677,Drainage Area,FB,61,Drainage Area
4hr,0.4452791287615076,Drainage Area,FB,61,Drainage Area
daily,0.3458950414984975,Drainage Area,FB,61,Drainage Area
hourly,0.596998841038324,Drainage Area,FB,61,Drainage Area
30mins,0.3953188249782053,Drainage Area,FB,62,Drainage Area
4hr,0.12637885506503563,Drainage Area,FB,62,Drainage Area
daily,0.09882546595023867,Drainage Area,FB,62,Drainage Area
hourly,0.2868248622863971,Drainage Area,FB,62,Drainage Area
30mins,0.8699397788752289,Drainage Area,FB,63,Drainage Area
4hr,0.776933406303804,Drainage Area,FB,63,Drainage Area
daily,0.3594957935723305,Drainage Area,FB,63,Drainage Area
hourly,0.8448146797131153,Drainage Area,FB,63,Drainage Area
30mins,0.6464945575801249,Drainage Area,FB,64,Drainage Area
4hr,0.5200038676102121,Drainage Area,FB,64,Drainage Area
daily,0.4741440188258679,Drainage Area,FB,64,Drainage Area
hourly,0.6358202474243645,Drainage Area,FB,64,Drainage Area
30mins,0.6213218926119559,Drainage Area,FB,65,Drainage Area
4hr,0.5125082406289788,Drainage Area,FB,65,Drainage Area
daily,0.19931874949208128,Drainage Area,FB,65,Drainage Area
hourly,0.6055032987327235,Drainage Area,FB,65,Drainage Area
30mins,0.6842611075744853,Drainage Area,FB,66,Drainage Area
4hr,0.6683847294938868,Drainage Area,FB,66,Drainage Area
daily,0.43636301353886964,Drainage Area,FB,66,Drainage Area
hourly,0.6739271727571274,Drainage Area,FB,66,Drainage Area
30mins,0.2811928935954665,Drainage Area,FB,67,Drainage Area
4hr,0.1707138347729832,Drainage Area,FB,67,Drainage Area
daily,0.07122223951238854,Drainage Area,FB,67,Drainage Area
hourly,0.24147325814395004,Drainage Area,FB,67,Drainage Area
30mins,0.7394516375705804,Drainage Area,FB,68,Drainage Area
4hr,0.6114913965196942,Drainage Area,FB,68,Drainage Area
daily,0.3758335555474275,Drainage Area,FB,68,Drainage Area
hourly,0.7106435247792109,Drainage Area,FB,68,Drainage Area
30mins,0.17080255260238114,Drainage Area,FB,69,Drainage Area
4hr,0.13632836070086635,Drainage Area,FB,69,Drainage Area
daily,0.14600203730152628,Drainage Area,FB,69,Drainage Area
hourly,0.15403605997671066,Drainage Area,FB,69,Drainage Area
30mins,0.5746051582828551,Drainage Area,FB,70,Drainage Area
4hr,0.5872911980842865,Drainage Area,FB,70,Drainage Area
daily,0.4968723529225883,Drainage Area,FB,70,Drainage Area
hourly,0.5465885245975721,Drainage Area,FB,70,Drainage Area
30mins,0.5681774684725523,Drainage Area,FB,71,Drainage Area
4hr,0.4476192693022929,Drainage Area,FB,71,Drainage Area
daily,0.5110875568886503,Drainage Area,FB,71,Drainage Area
hourly,0.5529310450708487,Drainage Area,FB,71,Drainage Area
30mins,0.5498988533881836,Drainage Area,FB,72,Drainage Area
4hr,0.5132187658547673,Drainage Area,FB,72,Drainage Area
daily,0.24519430469737677,Drainage Area,FB,72,Drainage Area
hourly,0.5352526880041809,Drainage Area,FB,72,Drainage Area
30mins,0.3737722606583539,Drainage Area,FB,73,Drainage Area
4hr,0.31733847187256925,Drainage Area,FB,73,Drainage Area
daily,0.12301079983563719,Drainage Area,FB,73,Drainage Area
hourly,0.3485970181912018,Drainage Area,FB,73,Drainage Area
30mins,0.46128795816558354,Drainage Area,FB,74,Drainage Area
4hr,0.3516940208463526,Drainage Area,FB,74,Drainage Area
daily,0.20938796506361437,Drainage Area,FB,74,Drainage Area
hourly,0.455897338469298,Drainage Area,FB,74,Drainage Area
30mins,0.7477538434629958,Drainage Area,FB,75,Drainage Area
4hr,0.6566678080533374,Drainage Area,FB,75,Drainage Area
daily,0.5126442936167773,Drainage Area,FB,75,Drainage Area
hourly,0.6862507558136335,Drainage Area,FB,75,Drainage Area
30mins,0.5684522372980126,Drainage Area,FB,76,Drainage Area
4hr,0.4337738442835114,Drainage Area,FB,76,Drainage Area
daily,0.381524705539216,Drainage Area,FB,76,Drainage Area
hourly,0.5707787106927384,Drainage Area,FB,76,Drainage Area
30mins,0.46266590389168716,Drainage Area,FB,77,Drainage Area
4hr,0.46989017638823594,Drainage Area,FB,77,Drainage Area
daily,0.08637841620221567,Drainage Area,FB,77,Drainage Area
hourly,0.45842194265865144,Drainage Area,FB,77,Drainage Area
30mins,0.27126004155161476,Drainage Area,FB,78,Drainage Area
4hr,0.20318258830643254,Drainage Area,FB,78,Drainage Area
daily,0.12803850210790424,Drainage Area,FB,78,Drainage Area
hourly,0.29648782416207753,Drainage Area,FB,78,Drainage Area
30mins,0.3401332873774452,Drainage Area,FB,79,Drainage Area
4hr,0.20127001256734015,Drainage Area,FB,79,Drainage Area
daily,0.21362411500677816,Drainage Area,FB,79,Drainage Area
hourly,0.3030809878102936,Drainage Area,FB,79,Drainage Area
30mins,0.5181988305072089,Drainage Area,FB,80,Drainage Area
4hr,0.4256580960295704,Drainage Area,FB,80,Drainage Area
daily,0.4062537170428553,Drainage Area,FB,80,Drainage Area
hourly,0.4549308551966183,Drainage Area,FB,80,Drainage Area
30mins,0.6850155703266259,Drainage Area,FB,81,Drainage Area
4hr,0.6026517310660587,Drainage Area,FB,81,Drainage Area
daily,0.19102093469630949,Drainage Area,FB,81,Drainage Area
hourly,0.6162895914162494,Drainage Area,FB,81,Drainage Area
30mins,0.62066984775373,Drainage Area,FB,82,Drainage Area
4hr,0.41681305492166354,Drainage Area,FB,82,Drainage Area
daily,0.4302723361398446,Drainage Area,FB,82,Drainage Area
hourly,0.5907829500023238,Drainage Area,FB,82,Drainage Area
30mins,0.7372889726401657,Drainage Area,FB,83,Drainage Area
4hr,0.697160190115518,Drainage Area,FB,83,Drainage Area
daily,0.5179067012608802,Drainage Area,FB,83,Drainage Area
hourly,0.7510416530532897,Drainage Area,FB,83,Drainage Area
30mins,0.49004966438090874,Drainage Area,FB,84,Drainage Area
4hr,0.3960058322109768,Drainage Area,FB,84,Drainage Area
daily,0.24324761116365942,Drainage Area,FB,84,Drainage Area
hourly,0.4478337967812446,Drainage Area,FB,84,Drainage Area
30mins,0.3428188767112722,Drainage Area,FB,85,Drainage Area
4hr,0.2505769385940536,Drainage Area,FB,85,Drainage Area
daily,0.1192323840029694,Drainage Area,FB,85,Drainage Area
hourly,0.33567634539150837,Drainage Area,FB,85,Drainage Area
30mins,0.2148478116355779,Drainage Area,FB,86,Drainage Area
4hr,0.13947610728109675,Drainage Area,FB,86,Drainage Area
daily,0.05456653042225999,Drainage Area,FB,86,Drainage Area
hourly,0.2258934375020255,Drainage Area,FB,86,Drainage Area
30mins,0.7484193685012775,Drainage Area,FB,87,Drainage Area
4hr,0.7500849609725462,Drainage Area,FB,87,Drainage Area
daily,0.452219198375779,Drainage Area,FB,87,Drainage Area
hourly,0.7506355081264132,Drainage Area,FB,87,Drainage Area
30mins,0.17328956064212866,Drainage Area,FB,88,Drainage Area
4hr,0.1362792767824685,Drainage Area,FB,88,Drainage Area
daily,0.10992699162141487,Drainage Area,FB,88,Drainage Area
hourly,0.13870436482240275,Drainage Area,FB,88,Drainage Area
30mins,0.4548888943804927,Drainage Area,FB,89,Drainage Area
4hr,0.46557772523592117,Drainage Area,FB,89,Drainage Area
daily,0.0881841341316198,Drainage Area,FB,89,Drainage Area
hourly,0.4734352744441859,Drainage Area,FB,89,Drainage Area
30mins,0.4131453398944134,Drainage Area,FB,90,Drainage Area
4hr,0.36916373891850673,Drainage Area,FB,90,Drainage Area
daily,0.4988353804663036,Drainage Area,FB,90,Drainage Area
hourly,0.37074193936876604,Drainage Area,FB,90,Drainage Area
30mins,0.8160667910140104,Drainage Area,FB,91,Drainage Area
4hr,0.6898223652423681,Drainage Area,FB,91,Drainage Area
daily,0.45313595099450504,Drainage Area,FB,91,Drainage Area
hourly,0.8000933731916156,Drainage Area,FB,91,Drainage Area
30mins,0.46391657219306837,Drainage Area,FB,92,Drainage Area
4hr,0.40165276577635955,Drainage Area,FB,92,Drainage Area
daily,0.20383991060526604,Drainage Area,FB,92,Drainage Area
hourly,0.46128769003036024,Drainage Area,FB,92,Drainage Area
30mins,0.2337181149133218,Drainage Area,FB,93,Drainage Area
4hr,0.10276987198748828,Drainage Area,FB,93,Drainage Area
daily,0.10257954820481269,Drainage Area,FB,93,Drainage Area
hourly,0.21302084761111648,Drainage Area,FB,93,Drainage Area
30mins,0.702855187477819,Drainage Area,FB,94,Drainage Area
4hr,0.6994306087537282,Drainage Area,FB,94,Drainage Area
daily,0.4951665834161479,Drainage Area,FB,94,Drainage Area
hourly,0.7064628683140404,Drainage Area,FB,94,Drainage Area
30mins,0.4637786201653489,Drainage Area,FB,95,Drainage Area
4hr,0.31858303602773974,Drainage Area,FB,95,Drainage Area
daily,0.23435743262837436,Drainage Area,FB,95,Drainage Area
hourly,0.48430039263863045,Drainage Area,FB,95,Drainage Area
30mins,0.09554462413220902,Drainage Area,FB,96,Drainage Area
4hr,0.09302413585188968,Drainage Area,FB,96,Drainage Area
daily,0.22985783390714282,Drainage Area,FB,96,Drainage Area
hourly,0.09625462614210904,Drainage Area,FB,96,Drainage Area
30mins,0.6210506967011056,Drainage Area,FB,97,Drainage Area
4hr,0.5036961727799731,Drainage Area,FB,97,Drainage Area
daily,0.2117814995913642,Drainage Area,FB,97,Drainage Area
hourly,0.6278101004004288,Drainage Area,FB,97,Drainage Area
30mins,0.5115330049215254,Drainage Area,FB,98,Drainage Area
4hr,0.3059994179890023,Drainage Area,FB,98,Drainage Area
daily,0.19225911458164094,Drainage Area,FB,98,Drainage Area
hourly,0.5312365416156208,Drainage Area,FB,98,Drainage Area
30mins,0.7268577681652906,Drainage Area,FB,99,Drainage Area
4hr,0.6223933688393053,Drainage Area,FB,99,Drainage Area
daily,0.4123308793781935,Drainage Area,FB,99,Drainage Area
hourly,0.6775515919793801,Drainage Area,FB,99,Drainage Area
30mins,0.7922056491584675,Drainage Area,FB,100,Drainage Area
4hr,0.662545615118305,Drainage Area,FB,100,Drainage Area
daily,0.19689655690422445,Drainage Area,FB,100,Drainage Area
hourly,0.6960669944201398,Drainage Area,FB,100,Drainage Area
30mins,0.44445291813475163,Flow Permanence,FB,1,Flow Permanence
4hr,0.24914258050996563,Flow Permanence,FB,1,Flow Permanence
daily,0.12055450510554262,Flow Permanence,FB,1,Flow Permanence
hourly,0.3515658586403101,Flow Permanence,FB,1,Flow Permanence
30mins,0.24506926760527123,Flow Permanence,FB,2,Flow Permanence
4hr,0.1860217165185259,Flow Permanence,FB,2,Flow Permanence
daily,0.16249672681406768,Flow Permanence,FB,2,Flow Permanence
hourly,0.23446301005960957,Flow Permanence,FB,2,Flow Permanence
30mins,0.17769693960032254,Flow Permanence,FB,3,Flow Permanence
4hr,0.15635728262251378,Flow Permanence,FB,3,Flow Permanence
daily,0.12456541084898425,Flow Permanence,FB,3,Flow Permanence
hourly,0.14559693948019287,Flow Permanence,FB,3,Flow Permanence
30mins,0.7259314504774476,Flow Permanence,FB,4,Flow Permanence
4hr,0.5056863360565513,Flow Permanence,FB,4,Flow Permanence
daily,0.4483968900099704,Flow Permanence,FB,4,Flow Permanence
hourly,0.7186919002880182,Flow Permanence,FB,4,Flow Permanence
30mins,0.3258278994111138,Flow Permanence,FB,5,Flow Permanence
4hr,0.3105619188405576,Flow Permanence,FB,5,Flow Permanence
daily,0.19086924986890114,Flow Permanence,FB,5,Flow Permanence
hourly,0.31995107409307044,Flow Permanence,FB,5,Flow Permanence
30mins,0.5231954383021187,Flow Permanence,FB,6,Flow Permanence
4hr,0.38144934671636344,Flow Permanence,FB,6,Flow Permanence
daily,0.45771389927848694,Flow Permanence,FB,6,Flow Permanence
hourly,0.5439651309072023,Flow Permanence,FB,6,Flow Permanence
30mins,0.8547977348827646,Flow Permanence,FB,7,Flow Permanence
4hr,0.7707390731890398,Flow Permanence,FB,7,Flow Permanence
daily,0.467136551466374,Flow Permanence,FB,7,Flow Permanence
hourly,0.8420434669589097,Flow Permanence,FB,7,Flow Permanence
30mins,0.6056051517527847,Flow Permanence,FB,8,Flow Permanence
4hr,0.45949001943144857,Flow Permanence,FB,8,Flow Permanence
daily,0.1850622508045061,Flow Permanence,FB,8,Flow Permanence
hourly,0.5886181425457299,Flow Permanence,FB,8,Flow Permanence
30mins,0.5507266797629741,Flow Permanence,FB,9,Flow Permanence
4hr,0.5942134004734722,Flow Permanence,FB,9,Flow Permanence
daily,0.5718270613160376,Flow Permanence,FB,9,Flow Permanence
hourly,0.5898374151720633,Flow Permanence,FB,9,Flow Permanence
30mins,0.6596096048008665,Flow Permanence,FB,10,Flow Permanence
4hr,0.5503121296128697,Flow Permanence,FB,10,Flow Permanence
daily,0.198284793148607,Flow Permanence,FB,10,Flow Permanence
hourly,0.6052020761146215,Flow Permanence,FB,10,Flow Permanence
30mins,0.15896412981104174,Flow Permanence,FB,11,Flow Permanence
4hr,0.18153412589531417,Flow Permanence,FB,11,Flow Permanence
daily,0.07049212779435517,Flow Permanence,FB,11,Flow Permanence
hourly,0.17257627422375293,Flow Permanence,FB,11,Flow Permanence
30mins,0.4567256446274637,Flow Permanence,FB,12,Flow Permanence
4hr,0.4056980736154119,Flow Permanence,FB,12,Flow Permanence
daily,0.34582038400127324,Flow Permanence,FB,12,Flow Permanence
hourly,0.4565875144284122,Flow Permanence,FB,12,Flow Permanence
30mins,0.5523803911038846,Flow Permanence,FB,13,Flow Permanence
4hr,0.28036614106095475,Flow Permanence,FB,13,Flow Permanence
daily,0.20946047568177106,Flow Permanence,FB,13,Flow Permanence
hourly,0.4849944530970432,Flow Permanence,FB,13,Flow Permanence
30mins,0.26855026729071474,Flow Permanence,FB,14,Flow Permanence
4hr,0.2197636445373932,Flow Permanence,FB,14,Flow Permanence
daily,0.30395302531704216,Flow Permanence,FB,14,Flow Permanence
hourly,0.28828396685498103,Flow Permanence,FB,14,Flow Permanence
30mins,0.5323447854592224,Flow Permanence,FB,15,Flow Permanence
4hr,0.539403585066104,Flow Permanence,FB,15,Flow Permanence
daily,0.3654686922545516,Flow Permanence,FB,15,Flow Permanence
hourly,0.5453455272128805,Flow Permanence,FB,15,Flow Permanence
30mins,0.6334604709795334,Flow Permanence,FB,16,Flow Permanence
4hr,0.631578382471017,Flow Permanence,FB,16,Flow Permanence
daily,0.5140259488385608,Flow Permanence,FB,16,Flow Permanence
hourly,0.5961897390651739,Flow Permanence,FB,16,Flow Permanence
30mins,0.30661735063218093,Flow Permanence,FB,17,Flow Permanence
4hr,0.1060835051918243,Flow Permanence,FB,17,Flow Permanence
daily,0.22079057825049603,Flow Permanence,FB,17,Flow Permanence
hourly,0.2789608781657458,Flow Permanence,FB,17,Flow Permanence
30mins,0.7578770737247964,Flow Permanence,FB,18,Flow Permanence
4hr,0.6455867874155775,Flow Permanence,FB,18,Flow Permanence
daily,0.6255687572631111,Flow Permanence,FB,18,Flow Permanence
hourly,0.7602645395612941,Flow Permanence,FB,18,Flow Permanence
30mins,0.1940063013163998,Flow Permanence,FB,19,Flow Permanence
4hr,0.16563358247359702,Flow Permanence,FB,19,Flow Permanence
daily,0.10898749432952456,Flow Permanence,FB,19,Flow Permanence
hourly,0.19276416780573685,Flow Permanence,FB,19,Flow Permanence
30mins,0.2932973688099856,Flow Permanence,FB,20,Flow Permanence
4hr,0.29293676298940596,Flow Permanence,FB,20,Flow Permanence
daily,0.1886893143472386,Flow Permanence,FB,20,Flow Permanence
hourly,0.2736030134214903,Flow Permanence,FB,20,Flow Permanence
30mins,0.10752807523760136,Flow Permanence,FB,21,Flow Permanence
4hr,0.05071285004250575,Flow Permanence,FB,21,Flow Permanence
daily,0.01682339526334903,Flow Permanence,FB,21,Flow Permanence
hourly,0.08735978603482383,Flow Permanence,FB,21,Flow Permanence
30mins,0.8357466738691867,Flow Permanence,FB,22,Flow Permanence
4hr,0.7350237156967054,Flow Permanence,FB,22,Flow Permanence
daily,0.3701679649058207,Flow Permanence,FB,22,Flow Permanence
hourly,0.8300805125599939,Flow Permanence,FB,22,Flow Permanence
30mins,0.31572754402050945,Flow Permanence,FB,23,Flow Permanence
4hr,0.20510957997641616,Flow Permanence,FB,23,Flow Permanence
daily,0.12020056262607837,Flow Permanence,FB,23,Flow Permanence
hourly,0.28013273582209536,Flow Permanence,FB,23,Flow Permanence
30mins,0.5551339071673765,Flow Permanence,FB,24,Flow Permanence
4hr,0.4556211399353166,Flow Permanence,FB,24,Flow Permanence
daily,0.28054992684101077,Flow Permanence,FB,24,Flow Permanence
hourly,0.5432738374042971,Flow Permanence,FB,24,Flow Permanence
30mins,0.9364230678958223,Flow Permanence,FB,25,Flow Permanence
