timescale,pval,comparison,shed,iteration,hierarchy
4hr,0.1980649907292007,Drainage Area,W3,16,Drainage Area
daily,0.07049372825202142,Drainage Area,W3,16,Drainage Area
hourly,0.33459202326359055,Drainage Area,W3,16,Drainage Area
30mins,0.6127879627170836,Drainage Area,W3,17,Drainage Area
4hr,0.4168335718247185,Drainage Area,W3,17,Drainage Area
daily,0.10527829708103079,Drainage Area,W3,17,Drainage Area
hourly,0.5556372100796511,Drainage Area,W3,17,Drainage Area
30mins,0.5945581688942898,Drainage Area,W3,18,Drainage Area
4hr,0.4405082553990603,Drainage Area,W3,18,Drainage Area
daily,0.25597480479373547,Drainage Area,W3,18,Drainage Area
hourly,0.5706249003009973,Drainage Area,W3,18,Drainage Area
30mins,0.48682189550010263,Drainage Area,W3,19,Drainage Area
4hr,0.31674499590537475,Drainage Area,W3,19,Drainage Area
daily,0.10074192242554489,Drainage Area,W3,19,Drainage Area
hourly,0.4347901953728979,Drainage Area,W3,19,Drainage Area
30mins,0.19696666758438508,Drainage Area,W3,20,Drainage Area
4hr,0.09428530647553598,Drainage Area,W3,20,Drainage Area
daily,0.027594778001178277,Drainage Area,W3,20,Drainage Area
hourly,0.18591418632353968,Drainage Area,W3,20,Drainage Area
30mins,0.2792066091222984,Drainage Area,W3,21,Drainage Area
4hr,0.21609796736225406,Drainage Area,W3,21,Drainage Area
daily,0.05328795225501709,Drainage Area,W3,21,Drainage Area
hourly,0.23696278914580401,Drainage Area,W3,21,Drainage Area
30mins,0.7907274326520293,Drainage Area,W3,22,Drainage Area
4hr,0.6737470401322001,Drainage Area,W3,22,Drainage Area
daily,0.4048568020718323,Drainage Area,W3,22,Drainage Area
hourly,0.7206229220350054,Drainage Area,W3,22,Drainage Area
30mins,0.43498705192763515,Drainage Area,W3,23,Drainage Area
4hr,0.22568638216950077,Drainage Area,W3,23,Drainage Area
daily,0.05021376465573416,Drainage Area,W3,23,Drainage Area
hourly,0.3467127114170049,Drainage Area,W3,23,Drainage Area
30mins,0.1313377174503521,Drainage Area,W3,24,Drainage Area
4hr,0.030826188129993107,Drainage Area,W3,24,Drainage Area
daily,0.009076887647063485,Drainage Area,W3,24,Drainage Area
hourly,0.09228131100651583,Drainage Area,W3,24,Drainage Area
30mins,0.5287330364602832,Drainage Area,W3,25,Drainage Area
4hr,0.248392995738445,Drainage Area,W3,25,Drainage Area
daily,0.05714595901481591,Drainage Area,W3,25,Drainage Area
hourly,0.4005019595752024,Drainage Area,W3,25,Drainage Area
30mins,0.19996778740534527,Drainage Area,W3,26,Drainage Area
4hr,0.10253324597725759,Drainage Area,W3,26,Drainage Area
daily,0.025457160601959267,Drainage Area,W3,26,Drainage Area
hourly,0.18867642054940803,Drainage Area,W3,26,Drainage Area
30mins,0.339439647630427,Drainage Area,W3,27,Drainage Area
4hr,0.2433435404766119,Drainage Area,W3,27,Drainage Area
daily,0.08891524423193911,Drainage Area,W3,27,Drainage Area
hourly,0.29498082369685874,Drainage Area,W3,27,Drainage Area
30mins,0.5630425118970599,Drainage Area,W3,28,Drainage Area
4hr,0.5061906617717202,Drainage Area,W3,28,Drainage Area
daily,0.16133707131783145,Drainage Area,W3,28,Drainage Area
hourly,0.5679677178799523,Drainage Area,W3,28,Drainage Area
30mins,0.4006941220650678,Drainage Area,W3,29,Drainage Area
4hr,0.21513975793295204,Drainage Area,W3,29,Drainage Area
daily,0.0853121250085207,Drainage Area,W3,29,Drainage Area
hourly,0.3455088002390465,Drainage Area,W3,29,Drainage Area
30mins,0.3744351070002214,Drainage Area,W3,30,Drainage Area
4hr,0.26927930078850376,Drainage Area,W3,30,Drainage Area
daily,0.1398247118346414,Drainage Area,W3,30,Drainage Area
hourly,0.3327754115782255,Drainage Area,W3,30,Drainage Area
30mins,0.3387953710580805,Drainage Area,W3,31,Drainage Area
4hr,0.14427348973297377,Drainage Area,W3,31,Drainage Area
daily,0.08831619545815635,Drainage Area,W3,31,Drainage Area
hourly,0.3013994774253521,Drainage Area,W3,31,Drainage Area
30mins,0.8101096735259139,Drainage Area,W3,32,Drainage Area
4hr,0.7235660228349072,Drainage Area,W3,32,Drainage Area
daily,0.557815655399953,Drainage Area,W3,32,Drainage Area
hourly,0.7573597114679802,Drainage Area,W3,32,Drainage Area
30mins,0.2229842258809193,Drainage Area,W3,33,Drainage Area
4hr,0.08330285087804158,Drainage Area,W3,33,Drainage Area
daily,0.01515553352926527,Drainage Area,W3,33,Drainage Area
hourly,0.17660628479031493,Drainage Area,W3,33,Drainage Area
30mins,0.4565507671936315,Drainage Area,W3,34,Drainage Area
4hr,0.31416252438939396,Drainage Area,W3,34,Drainage Area
daily,0.09711683333572925,Drainage Area,W3,34,Drainage Area
hourly,0.4500058608092021,Drainage Area,W3,34,Drainage Area
30mins,0.6256614025643059,Drainage Area,W3,35,Drainage Area
4hr,0.48432679835564,Drainage Area,W3,35,Drainage Area
daily,0.177440962204977,Drainage Area,W3,35,Drainage Area
hourly,0.5868746226702027,Drainage Area,W3,35,Drainage Area
30mins,0.4294762510048086,Drainage Area,W3,36,Drainage Area
4hr,0.30227711557943115,Drainage Area,W3,36,Drainage Area
daily,0.12391182956081885,Drainage Area,W3,36,Drainage Area
hourly,0.3919191068859016,Drainage Area,W3,36,Drainage Area
30mins,0.5249470650139152,Drainage Area,W3,37,Drainage Area
4hr,0.34449441769703526,Drainage Area,W3,37,Drainage Area
daily,0.2179996282364289,Drainage Area,W3,37,Drainage Area
hourly,0.44456131511974784,Drainage Area,W3,37,Drainage Area
30mins,0.2892226698736804,Drainage Area,W3,38,Drainage Area
4hr,0.16244996856220828,Drainage Area,W3,38,Drainage Area
daily,0.03254996060272307,Drainage Area,W3,38,Drainage Area
hourly,0.28157004297323696,Drainage Area,W3,38,Drainage Area
30mins,0.6656787892730649,Drainage Area,W3,39,Drainage Area
4hr,0.5608741045640941,Drainage Area,W3,39,Drainage Area
daily,0.38070572231081173,Drainage Area,W3,39,Drainage Area
hourly,0.6398014857055907,Drainage Area,W3,39,Drainage Area
30mins,0.7767199652158576,Drainage Area,W3,40,Drainage Area
4hr,0.6943989065006354,Drainage Area,W3,40,Drainage Area
daily,0.41995764478299646,Drainage Area,W3,40,Drainage Area
hourly,0.7661942275474174,Drainage Area,W3,40,Drainage Area
30mins,0.7474669526743201,Drainage Area,W3,41,Drainage Area
4hr,0.5703281171011874,Drainage Area,W3,41,Drainage Area
daily,0.30454337958917244,Drainage Area,W3,41,Drainage Area
hourly,0.7313758937723502,Drainage Area,W3,41,Drainage Area
30mins,0.5927147182572158,Drainage Area,W3,42,Drainage Area
4hr,0.4066056560268955,Drainage Area,W3,42,Drainage Area
daily,0.23234146242819956,Drainage Area,W3,42,Drainage Area
hourly,0.5402732383303422,Drainage Area,W3,42,Drainage Area
30mins,0.2905075484155279,Drainage Area,W3,43,Drainage Area
4hr,0.22297861831306867,Drainage Area,W3,43,Drainage Area
daily,0.10192903938473298,Drainage Area,W3,43,Drainage Area
hourly,0.29827232805431836,Drainage Area,W3,43,Drainage Area
30mins,0.45525979752192786,Drainage Area,W3,44,Drainage Area
4hr,0.3326805574328302,Drainage Area,W3,44,Drainage Area
daily,0.2135317998805689,Drainage Area,W3,44,Drainage Area
hourly,0.4438691860073647,Drainage Area,W3,44,Drainage Area
30mins,0.383288866130055,Drainage Area,W3,45,Drainage Area
4hr,0.23789102839816734,Drainage Area,W3,45,Drainage Area
daily,0.1014438453232179,Drainage Area,W3,45,Drainage Area
hourly,0.32643208621308484,Drainage Area,W3,45,Drainage Area
30mins,0.26977824614539914,Drainage Area,W3,46,Drainage Area
4hr,0.14720321096576558,Drainage Area,W3,46,Drainage Area
daily,0.04532779248995145,Drainage Area,W3,46,Drainage Area
hourly,0.23036896814829028,Drainage Area,W3,46,Drainage Area
30mins,0.3437573631865466,Drainage Area,W3,47,Drainage Area
4hr,0.197724758263137,Drainage Area,W3,47,Drainage Area
daily,0.04348061576170271,Drainage Area,W3,47,Drainage Area
hourly,0.2712698894155777,Drainage Area,W3,47,Drainage Area
30mins,0.34081675654668553,Drainage Area,W3,48,Drainage Area
4hr,0.17025539098686507,Drainage Area,W3,48,Drainage Area
daily,0.05717215278382305,Drainage Area,W3,48,Drainage Area
hourly,0.31106539601501926,Drainage Area,W3,48,Drainage Area
30mins,0.7703084773820866,Drainage Area,W3,49,Drainage Area
4hr,0.548904216740506,Drainage Area,W3,49,Drainage Area
daily,0.3725355306743092,Drainage Area,W3,49,Drainage Area
hourly,0.7364659540760774,Drainage Area,W3,49,Drainage Area
30mins,0.29879233947019884,Drainage Area,W3,50,Drainage Area
4hr,0.1516861657611186,Drainage Area,W3,50,Drainage Area
daily,0.032103161038486726,Drainage Area,W3,50,Drainage Area
hourly,0.2651678689479253,Drainage Area,W3,50,Drainage Area
30mins,0.7731117702172826,Drainage Area,W3,51,Drainage Area
4hr,0.5512838524166603,Drainage Area,W3,51,Drainage Area
daily,0.2784437582383381,Drainage Area,W3,51,Drainage Area
hourly,0.702683832159878,Drainage Area,W3,51,Drainage Area
30mins,0.5003994200235622,Drainage Area,W3,52,Drainage Area
4hr,0.4353785626101747,Drainage Area,W3,52,Drainage Area
daily,0.12548934334941889,Drainage Area,W3,52,Drainage Area
hourly,0.4854244080129719,Drainage Area,W3,52,Drainage Area
30mins,0.6541207943973015,Drainage Area,W3,53,Drainage Area
4hr,0.5406702450435975,Drainage Area,W3,53,Drainage Area
daily,0.2298987618306286,Drainage Area,W3,53,Drainage Area
hourly,0.6084684179448521,Drainage Area,W3,53,Drainage Area
30mins,0.38587253325370496,Drainage Area,W3,54,Drainage Area
4hr,0.22170778930788973,Drainage Area,W3,54,Drainage Area
daily,0.03919134365508086,Drainage Area,W3,54,Drainage Area
hourly,0.30560114004799954,Drainage Area,W3,54,Drainage Area
30mins,0.22824390204929632,Drainage Area,W3,55,Drainage Area
4hr,0.1386146243776924,Drainage Area,W3,55,Drainage Area
daily,0.05083550039363526,Drainage Area,W3,55,Drainage Area
hourly,0.22485334742955357,Drainage Area,W3,55,Drainage Area
30mins,0.45793987617994747,Drainage Area,W3,56,Drainage Area
4hr,0.2887042289817143,Drainage Area,W3,56,Drainage Area
daily,0.08968997341504838,Drainage Area,W3,56,Drainage Area
hourly,0.37909287109599565,Drainage Area,W3,56,Drainage Area
30mins,0.506490274113961,Drainage Area,W3,57,Drainage Area
4hr,0.27760467446882686,Drainage Area,W3,57,Drainage Area
daily,0.13618620449983704,Drainage Area,W3,57,Drainage Area
hourly,0.4617147188977111,Drainage Area,W3,57,Drainage Area
30mins,0.28964703208978565,Drainage Area,W3,58,Drainage Area
4hr,0.14922146174697296,Drainage Area,W3,58,Drainage Area
daily,0.021845713023408618,Drainage Area,W3,58,Drainage Area
hourly,0.2516512891660881,Drainage Area,W3,58,Drainage Area
30mins,0.4129336911303303,Drainage Area,W3,59,Drainage Area
4hr,0.16673218904619583,Drainage Area,W3,59,Drainage Area
daily,0.05862228010474809,Drainage Area,W3,59,Drainage Area
hourly,0.3344161210532106,Drainage Area,W3,59,Drainage Area
30mins,0.4617149328303401,Drainage Area,W3,60,Drainage Area
4hr,0.21557513508258977,Drainage Area,W3,60,Drainage Area
daily,0.1055587590268481,Drainage Area,W3,60,Drainage Area
hourly,0.3969237135361203,Drainage Area,W3,60,Drainage Area
30mins,0.8504179632957491,Drainage Area,W3,61,Drainage Area
4hr,0.6892017950881355,Drainage Area,W3,61,Drainage Area
daily,0.41439046390219747,Drainage Area,W3,61,Drainage Area
hourly,0.7650410797428133,Drainage Area,W3,61,Drainage Area
30mins,0.7660408071138973,Drainage Area,W3,62,Drainage Area
4hr,0.5224557629775564,Drainage Area,W3,62,Drainage Area
daily,0.36450941622241784,Drainage Area,W3,62,Drainage Area
hourly,0.6780684417030225,Drainage Area,W3,62,Drainage Area
30mins,0.7294772258396441,Drainage Area,W3,63,Drainage Area
4hr,0.5968880308864566,Drainage Area,W3,63,Drainage Area
daily,0.36629552677527055,Drainage Area,W3,63,Drainage Area
hourly,0.7119767413260019,Drainage Area,W3,63,Drainage Area
30mins,0.7674190578355359,Drainage Area,W3,64,Drainage Area
4hr,0.5896028683747645,Drainage Area,W3,64,Drainage Area
daily,0.24656129216898048,Drainage Area,W3,64,Drainage Area
hourly,0.7002529208163328,Drainage Area,W3,64,Drainage Area
30mins,0.5198624052440729,Drainage Area,W3,65,Drainage Area
4hr,0.3073607943802362,Drainage Area,W3,65,Drainage Area
daily,0.06184651826059725,Drainage Area,W3,65,Drainage Area
hourly,0.48881803444511746,Drainage Area,W3,65,Drainage Area
30mins,0.676268989159024,Drainage Area,W3,66,Drainage Area
4hr,0.45545776101721314,Drainage Area,W3,66,Drainage Area
daily,0.2491797584793379,Drainage Area,W3,66,Drainage Area
hourly,0.6072165735419283,Drainage Area,W3,66,Drainage Area
30mins,0.5550438554669339,Drainage Area,W3,67,Drainage Area
4hr,0.3128290075689329,Drainage Area,W3,67,Drainage Area
daily,0.1365117295818101,Drainage Area,W3,67,Drainage Area
hourly,0.49600587704916466,Drainage Area,W3,67,Drainage Area
30mins,0.849422254772566,Drainage Area,W3,68,Drainage Area
4hr,0.5743545969430173,Drainage Area,W3,68,Drainage Area
daily,0.23555368795055684,Drainage Area,W3,68,Drainage Area
hourly,0.7980633323644879,Drainage Area,W3,68,Drainage Area
30mins,0.12152841779002684,Drainage Area,W3,69,Drainage Area
4hr,0.06094967155244285,Drainage Area,W3,69,Drainage Area
daily,0.006782151240765249,Drainage Area,W3,69,Drainage Area
hourly,0.1099675568367335,Drainage Area,W3,69,Drainage Area
30mins,0.2764398980738175,Drainage Area,W3,70,Drainage Area
4hr,0.17261300631145424,Drainage Area,W3,70,Drainage Area
daily,0.08075551259813667,Drainage Area,W3,70,Drainage Area
hourly,0.22067396740046977,Drainage Area,W3,70,Drainage Area
30mins,0.7372021921491216,Drainage Area,W3,71,Drainage Area
4hr,0.6247104480535236,Drainage Area,W3,71,Drainage Area
daily,0.35291674145551166,Drainage Area,W3,71,Drainage Area
hourly,0.708975198156238,Drainage Area,W3,71,Drainage Area
30mins,0.5555369805264183,Drainage Area,W3,72,Drainage Area
4hr,0.3159456660318488,Drainage Area,W3,72,Drainage Area
daily,0.11146979378441027,Drainage Area,W3,72,Drainage Area
hourly,0.48602353990077735,Drainage Area,W3,72,Drainage Area
30mins,0.41176378926261253,Drainage Area,W3,73,Drainage Area
4hr,0.32643556605643603,Drainage Area,W3,73,Drainage Area
daily,0.05839570421161965,Drainage Area,W3,73,Drainage Area
hourly,0.3764312006878825,Drainage Area,W3,73,Drainage Area
30mins,0.7230574430599914,Drainage Area,W3,74,Drainage Area
4hr,0.5677716364109415,Drainage Area,W3,74,Drainage Area
daily,0.34016514839308265,Drainage Area,W3,74,Drainage Area
hourly,0.6669508912904185,Drainage Area,W3,74,Drainage Area
30mins,0.3036733078232977,Drainage Area,W3,75,Drainage Area
4hr,0.16492239196417632,Drainage Area,W3,75,Drainage Area
daily,0.05408013027679558,Drainage Area,W3,75,Drainage Area
hourly,0.28862137024331547,Drainage Area,W3,75,Drainage Area
30mins,0.5465270774717567,Drainage Area,W3,76,Drainage Area
4hr,0.28699436676927415,Drainage Area,W3,76,Drainage Area
daily,0.09087152548018669,Drainage Area,W3,76,Drainage Area
hourly,0.4685777145499331,Drainage Area,W3,76,Drainage Area
30mins,0.4054441029829029,Drainage Area,W3,77,Drainage Area
4hr,0.2159518767794515,Drainage Area,W3,77,Drainage Area
daily,0.062130047824331285,Drainage Area,W3,77,Drainage Area
hourly,0.3826229715874974,Drainage Area,W3,77,Drainage Area
30mins,0.5419613978598977,Drainage Area,W3,78,Drainage Area
4hr,0.3073513755362391,Drainage Area,W3,78,Drainage Area
daily,0.17490953067051873,Drainage Area,W3,78,Drainage Area
hourly,0.47794335028732826,Drainage Area,W3,78,Drainage Area
30mins,0.3746251992692044,Drainage Area,W3,79,Drainage Area
4hr,0.2513361999569777,Drainage Area,W3,79,Drainage Area
daily,0.041846293059765956,Drainage Area,W3,79,Drainage Area
hourly,0.3315943358482411,Drainage Area,W3,79,Drainage Area
30mins,0.38663808457538484,Drainage Area,W3,80,Drainage Area
4hr,0.23495415292238747,Drainage Area,W3,80,Drainage Area
daily,0.065380963334696,Drainage Area,W3,80,Drainage Area
hourly,0.37121373369510124,Drainage Area,W3,80,Drainage Area
30mins,0.20052236251598135,Drainage Area,W3,81,Drainage Area
4hr,0.10619970908009493,Drainage Area,W3,81,Drainage Area
daily,0.043758355759784304,Drainage Area,W3,81,Drainage Area
hourly,0.16183766357323245,Drainage Area,W3,81,Drainage Area
30mins,0.5594913915741314,Drainage Area,W3,82,Drainage Area
4hr,0.47923925056492755,Drainage Area,W3,82,Drainage Area
daily,0.2861358547839756,Drainage Area,W3,82,Drainage Area
hourly,0.5107830555755367,Drainage Area,W3,82,Drainage Area
30mins,0.449510552388225,Drainage Area,W3,83,Drainage Area
4hr,0.3012301100879742,Drainage Area,W3,83,Drainage Area
daily,0.12370032378374828,Drainage Area,W3,83,Drainage Area
hourly,0.4567492938669853,Drainage Area,W3,83,Drainage Area
30mins,0.46519506340203937,Drainage Area,W3,84,Drainage Area
4hr,0.25365146475898265,Drainage Area,W3,84,Drainage Area
daily,0.0957093378176084,Drainage Area,W3,84,Drainage Area
hourly,0.3760472979791063,Drainage Area,W3,84,Drainage Area
30mins,0.5827749837675678,Drainage Area,W3,85,Drainage Area
4hr,0.32995860201529453,Drainage Area,W3,85,Drainage Area
daily,0.134665354116455,Drainage Area,W3,85,Drainage Area
hourly,0.504792872319171,Drainage Area,W3,85,Drainage Area
30mins,0.8876175948813777,Drainage Area,W3,86,Drainage Area
4hr,0.7532703989812813,Drainage Area,W3,86,Drainage Area
daily,0.5696410439461138,Drainage Area,W3,86,Drainage Area
hourly,0.8496043068117529,Drainage Area,W3,86,Drainage Area
30mins,0.36029149245267444,Drainage Area,W3,87,Drainage Area
4hr,0.25277004156398714,Drainage Area,W3,87,Drainage Area
daily,0.07114148101880906,Drainage Area,W3,87,Drainage Area
hourly,0.31665547550634776,Drainage Area,W3,87,Drainage Area
30mins,0.22530442483223986,Drainage Area,W3,88,Drainage Area
4hr,0.16773625601044612,Drainage Area,W3,88,Drainage Area
daily,0.05521603311007061,Drainage Area,W3,88,Drainage Area
hourly,0.2332703433067371,Drainage Area,W3,88,Drainage Area
30mins,0.311236549804493,Drainage Area,W3,89,Drainage Area
4hr,0.18178013471784385,Drainage Area,W3,89,Drainage Area
daily,0.0480987383310058,Drainage Area,W3,89,Drainage Area
hourly,0.24107389479803115,Drainage Area,W3,89,Drainage Area
30mins,0.454665339580009,Drainage Area,W3,90,Drainage Area
4hr,0.2881971597193498,Drainage Area,W3,90,Drainage Area
daily,0.10189831615304966,Drainage Area,W3,90,Drainage Area
hourly,0.3689481756446009,Drainage Area,W3,90,Drainage Area
30mins,0.6625735831975808,Drainage Area,W3,91,Drainage Area
4hr,0.5029956141940892,Drainage Area,W3,91,Drainage Area
daily,0.2652383286166571,Drainage Area,W3,91,Drainage Area
hourly,0.5838491085313876,Drainage Area,W3,91,Drainage Area
30mins,0.6051916726251438,Drainage Area,W3,92,Drainage Area
4hr,0.37273237415703403,Drainage Area,W3,92,Drainage Area
daily,0.08437240017986261,Drainage Area,W3,92,Drainage Area
hourly,0.5534589964130253,Drainage Area,W3,92,Drainage Area
30mins,0.750892442668239,Drainage Area,W3,93,Drainage Area
4hr,0.6017223335722364,Drainage Area,W3,93,Drainage Area
daily,0.24270558159237068,Drainage Area,W3,93,Drainage Area
hourly,0.7220513892527651,Drainage Area,W3,93,Drainage Area
30mins,0.35898318687956526,Drainage Area,W3,94,Drainage Area
4hr,0.21992726588758613,Drainage Area,W3,94,Drainage Area
daily,0.04270125683637382,Drainage Area,W3,94,Drainage Area
hourly,0.32319115930468134,Drainage Area,W3,94,Drainage Area
30mins,0.6155627702438689,Drainage Area,W3,95,Drainage Area
4hr,0.5018972341886873,Drainage Area,W3,95,Drainage Area
daily,0.1891640808586574,Drainage Area,W3,95,Drainage Area
hourly,0.5425569569108486,Drainage Area,W3,95,Drainage Area
30mins,0.5658022274996231,Drainage Area,W3,96,Drainage Area
4hr,0.3271535060481878,Drainage Area,W3,96,Drainage Area
daily,0.09001017249246011,Drainage Area,W3,96,Drainage Area
hourly,0.48971618647670273,Drainage Area,W3,96,Drainage Area
30mins,0.6351081144719288,Drainage Area,W3,97,Drainage Area
4hr,0.39615251643260885,Drainage Area,W3,97,Drainage Area
daily,0.24419874482299556,Drainage Area,W3,97,Drainage Area
hourly,0.5752384595607365,Drainage Area,W3,97,Drainage Area
30mins,0.44426539394822046,Drainage Area,W3,98,Drainage Area
4hr,0.3209460278921086,Drainage Area,W3,98,Drainage Area
daily,0.12085571565614756,Drainage Area,W3,98,Drainage Area
hourly,0.40612395450709127,Drainage Area,W3,98,Drainage Area
30mins,0.4865223202773232,Drainage Area,W3,99,Drainage Area
4hr,0.3187106543585453,Drainage Area,W3,99,Drainage Area
daily,0.13164371372504785,Drainage Area,W3,99,Drainage Area
hourly,0.4056371353568981,Drainage Area,W3,99,Drainage Area
30mins,0.49660506331679327,Drainage Area,W3,100,Drainage Area
4hr,0.36743687980152917,Drainage Area,W3,100,Drainage Area
daily,0.09630362973650605,Drainage Area,W3,100,Drainage Area
hourly,0.44555109454330855,Drainage Area,W3,100,Drainage Area
30mins,0.20934143410938902,Flow Permanence,W3,1,Flow Permanence
4hr,0.11095309778394251,Flow Permanence,W3,1,Flow Permanence
daily,0.04093296288119839,Flow Permanence,W3,1,Flow Permanence
hourly,0.17863199473506985,Flow Permanence,W3,1,Flow Permanence
30mins,0.2755191559193607,Flow Permanence,W3,2,Flow Permanence
4hr,0.19392290058573686,Flow Permanence,W3,2,Flow Permanence
daily,0.05210107879189477,Flow Permanence,W3,2,Flow Permanence
hourly,0.24783904610729723,Flow Permanence,W3,2,Flow Permanence
30mins,0.6179549003356113,Flow Permanence,W3,3,Flow Permanence
4hr,0.47794261919713343,Flow Permanence,W3,3,Flow Permanence
daily,0.29696082713552563,Flow Permanence,W3,3,Flow Permanence
hourly,0.5686584797910307,Flow Permanence,W3,3,Flow Permanence
30mins,0.5287324999963179,Flow Permanence,W3,4,Flow Permanence
4hr,0.3624487859740372,Flow Permanence,W3,4,Flow Permanence
daily,0.20482782443945124,Flow Permanence,W3,4,Flow Permanence
hourly,0.5200617969580672,Flow Permanence,W3,4,Flow Permanence
30mins,0.4923117232508556,Flow Permanence,W3,5,Flow Permanence
4hr,0.36385794060803067,Flow Permanence,W3,5,Flow Permanence
daily,0.23318948548615162,Flow Permanence,W3,5,Flow Permanence
hourly,0.38683025593541065,Flow Permanence,W3,5,Flow Permanence
30mins,0.8046960054572024,Flow Permanence,W3,6,Flow Permanence
4hr,0.6309628889541706,Flow Permanence,W3,6,Flow Permanence
daily,0.35972583714093365,Flow Permanence,W3,6,Flow Permanence
hourly,0.7512128780871954,Flow Permanence,W3,6,Flow Permanence
30mins,0.6750105973535592,Flow Permanence,W3,7,Flow Permanence
4hr,0.5197637611999103,Flow Permanence,W3,7,Flow Permanence
daily,0.18683159868829838,Flow Permanence,W3,7,Flow Permanence
hourly,0.6229083265058584,Flow Permanence,W3,7,Flow Permanence
30mins,0.38176194610689035,Flow Permanence,W3,8,Flow Permanence
4hr,0.23342299445114514,Flow Permanence,W3,8,Flow Permanence
daily,0.09502661916222781,Flow Permanence,W3,8,Flow Permanence
hourly,0.3108885495689116,Flow Permanence,W3,8,Flow Permanence
30mins,0.32040988624904265,Flow Permanence,W3,9,Flow Permanence
4hr,0.17114594381652745,Flow Permanence,W3,9,Flow Permanence
daily,0.030419796767510054,Flow Permanence,W3,9,Flow Permanence
hourly,0.31080013985949556,Flow Permanence,W3,9,Flow Permanence
30mins,0.5761190712721456,Flow Permanence,W3,10,Flow Permanence
4hr,0.32031143724920497,Flow Permanence,W3,10,Flow Permanence
daily,0.13580381748531542,Flow Permanence,W3,10,Flow Permanence
hourly,0.4880193644406319,Flow Permanence,W3,10,Flow Permanence
30mins,0.32751576291768264,Flow Permanence,W3,11,Flow Permanence
4hr,0.1984912554678294,Flow Permanence,W3,11,Flow Permanence
daily,0.07531624077237357,Flow Permanence,W3,11,Flow Permanence
hourly,0.24712461121501297,Flow Permanence,W3,11,Flow Permanence
30mins,0.4168333803080453,Flow Permanence,W3,12,Flow Permanence
4hr,0.3189769097510637,Flow Permanence,W3,12,Flow Permanence
daily,0.1266297522864766,Flow Permanence,W3,12,Flow Permanence
hourly,0.3938411651431123,Flow Permanence,W3,12,Flow Permanence
30mins,0.4433746183481002,Flow Permanence,W3,13,Flow Permanence
4hr,0.23518612855479368,Flow Permanence,W3,13,Flow Permanence
daily,0.08349121333686446,Flow Permanence,W3,13,Flow Permanence
hourly,0.37178220293393005,Flow Permanence,W3,13,Flow Permanence
30mins,0.6418565788890043,Flow Permanence,W3,14,Flow Permanence
4hr,0.5708195385368826,Flow Permanence,W3,14,Flow Permanence
daily,0.3183404711711969,Flow Permanence,W3,14,Flow Permanence
hourly,0.6278371451501655,Flow Permanence,W3,14,Flow Permanence
30mins,0.5840430463773848,Flow Permanence,W3,15,Flow Permanence
4hr,0.3874040440848999,Flow Permanence,W3,15,Flow Permanence
daily,0.10554218793824274,Flow Permanence,W3,15,Flow Permanence
hourly,0.5041937079408527,Flow Permanence,W3,15,Flow Permanence
30mins,0.5181675817460736,Flow Permanence,W3,16,Flow Permanence
4hr,0.44406509552784384,Flow Permanence,W3,16,Flow Permanence
daily,0.20121373355585648,Flow Permanence,W3,16,Flow Permanence
hourly,0.5219573132041535,Flow Permanence,W3,16,Flow Permanence
30mins,0.6122101180506787,Flow Permanence,W3,17,Flow Permanence
4hr,0.48931673271850357,Flow Permanence,W3,17,Flow Permanence
daily,0.25076443680132354,Flow Permanence,W3,17,Flow Permanence
hourly,0.5758247624770756,Flow Permanence,W3,17,Flow Permanence
30mins,0.5308239600877008,Flow Permanence,W3,18,Flow Permanence
4hr,0.3452254470036104,Flow Permanence,W3,18,Flow Permanence
daily,0.07779297132956287,Flow Permanence,W3,18,Flow Permanence
hourly,0.48991588286270915,Flow Permanence,W3,18,Flow Permanence
30mins,0.4965052600267314,Flow Permanence,W3,19,Flow Permanence
4hr,0.285979643050999,Flow Permanence,W3,19,Flow Permanence
daily,0.08880061325927979,Flow Permanence,W3,19,Flow Permanence
hourly,0.4661910957757616,Flow Permanence,W3,19,Flow Permanence
30mins,0.2823314200258348,Flow Permanence,W3,20,Flow Permanence
4hr,0.13751486268123408,Flow Permanence,W3,20,Flow Permanence
daily,0.03921162880776705,Flow Permanence,W3,20,Flow Permanence
hourly,0.1984280159108015,Flow Permanence,W3,20,Flow Permanence
30mins,0.5574173120702075,Flow Permanence,W3,21,Flow Permanence
4hr,0.36601957035954835,Flow Permanence,W3,21,Flow Permanence
daily,0.24082988227686028,Flow Permanence,W3,21,Flow Permanence
hourly,0.4516884585185146,Flow Permanence,W3,21,Flow Permanence
30mins,0.3944199504006961,Flow Permanence,W3,22,Flow Permanence
4hr,0.3092988688114222,Flow Permanence,W3,22,Flow Permanence
daily,0.1788787861808401,Flow Permanence,W3,22,Flow Permanence
hourly,0.35069180752961926,Flow Permanence,W3,22,Flow Permanence
30mins,0.4956065397925054,Flow Permanence,W3,23,Flow Permanence
4hr,0.43400024919833763,Flow Permanence,W3,23,Flow Permanence
daily,0.21149831881134729,Flow Permanence,W3,23,Flow Permanence
hourly,0.49181259719214326,Flow Permanence,W3,23,Flow Permanence
30mins,0.32480654549338284,Flow Permanence,W3,24,Flow Permanence
4hr,0.2380397795127183,Flow Permanence,W3,24,Flow Permanence
daily,0.08472096617001679,Flow Permanence,W3,24,Flow Permanence
