timescale,pval,comparison,shed,iteration,hierarchy
4hr,0.6643215605480084,Flow Permanence,ZZ,12,Flow Permanence
daily,0.49722058242566475,Flow Permanence,ZZ,12,Flow Permanence
hourly,0.6303087558704416,Flow Permanence,ZZ,12,Flow Permanence
30mins,0.5865816886402155,Flow Permanence,ZZ,13,Flow Permanence
4hr,0.4979154554576507,Flow Permanence,ZZ,13,Flow Permanence
daily,0.2086908039245447,Flow Permanence,ZZ,13,Flow Permanence
hourly,0.5436876930067478,Flow Permanence,ZZ,13,Flow Permanence
30mins,0.6189458656129029,Flow Permanence,ZZ,14,Flow Permanence
4hr,0.42785487181780557,Flow Permanence,ZZ,14,Flow Permanence
daily,0.34333041272647014,Flow Permanence,ZZ,14,Flow Permanence
hourly,0.5587098692092801,Flow Permanence,ZZ,14,Flow Permanence
30mins,0.3818508286986733,Flow Permanence,ZZ,15,Flow Permanence
4hr,0.34461429308069613,Flow Permanence,ZZ,15,Flow Permanence
daily,0.1802489766859358,Flow Permanence,ZZ,15,Flow Permanence
hourly,0.37008578425087063,Flow Permanence,ZZ,15,Flow Permanence
30mins,0.44665640231025683,Flow Permanence,ZZ,16,Flow Permanence
4hr,0.2894745987152012,Flow Permanence,ZZ,16,Flow Permanence
daily,0.17942523220775594,Flow Permanence,ZZ,16,Flow Permanence
hourly,0.3835788493045145,Flow Permanence,ZZ,16,Flow Permanence
30mins,0.6520432981501362,Flow Permanence,ZZ,17,Flow Permanence
4hr,0.5737844158915976,Flow Permanence,ZZ,17,Flow Permanence
daily,0.49096757227410887,Flow Permanence,ZZ,17,Flow Permanence
hourly,0.6419484808954894,Flow Permanence,ZZ,17,Flow Permanence
30mins,0.5119496661820226,Flow Permanence,ZZ,18,Flow Permanence
4hr,0.23618004470009657,Flow Permanence,ZZ,18,Flow Permanence
daily,0.08587824813574561,Flow Permanence,ZZ,18,Flow Permanence
hourly,0.47319891189405316,Flow Permanence,ZZ,18,Flow Permanence
30mins,0.2661214129190067,Flow Permanence,ZZ,19,Flow Permanence
4hr,0.20333665666608414,Flow Permanence,ZZ,19,Flow Permanence
daily,0.11840448623735182,Flow Permanence,ZZ,19,Flow Permanence
hourly,0.23930578840417532,Flow Permanence,ZZ,19,Flow Permanence
30mins,0.18663241328346278,Flow Permanence,ZZ,20,Flow Permanence
4hr,0.07591479867765957,Flow Permanence,ZZ,20,Flow Permanence
daily,0.06164661993739467,Flow Permanence,ZZ,20,Flow Permanence
hourly,0.13610461719203135,Flow Permanence,ZZ,20,Flow Permanence
30mins,0.4737537385734172,Flow Permanence,ZZ,21,Flow Permanence
4hr,0.33529748073925825,Flow Permanence,ZZ,21,Flow Permanence
daily,0.09389823035370659,Flow Permanence,ZZ,21,Flow Permanence
hourly,0.4253967011029038,Flow Permanence,ZZ,21,Flow Permanence
30mins,0.4959699548500756,Flow Permanence,ZZ,22,Flow Permanence
4hr,0.3557111316002086,Flow Permanence,ZZ,22,Flow Permanence
daily,0.271635924655385,Flow Permanence,ZZ,22,Flow Permanence
hourly,0.5341446896692256,Flow Permanence,ZZ,22,Flow Permanence
30mins,0.893368539995225,Flow Permanence,ZZ,23,Flow Permanence
4hr,0.7026135311623791,Flow Permanence,ZZ,23,Flow Permanence
daily,0.5141721704684561,Flow Permanence,ZZ,23,Flow Permanence
hourly,0.8565400052842667,Flow Permanence,ZZ,23,Flow Permanence
30mins,0.2468305562710454,Flow Permanence,ZZ,24,Flow Permanence
4hr,0.08659325396169944,Flow Permanence,ZZ,24,Flow Permanence
daily,0.016839366313207274,Flow Permanence,ZZ,24,Flow Permanence
hourly,0.22049022004193308,Flow Permanence,ZZ,24,Flow Permanence
30mins,0.14552229119322976,Flow Permanence,ZZ,25,Flow Permanence
4hr,0.03407943133106329,Flow Permanence,ZZ,25,Flow Permanence
daily,0.015205432362475398,Flow Permanence,ZZ,25,Flow Permanence
hourly,0.09697582800187701,Flow Permanence,ZZ,25,Flow Permanence
30mins,0.7469728915563166,Flow Permanence,ZZ,26,Flow Permanence
4hr,0.5886163201263451,Flow Permanence,ZZ,26,Flow Permanence
daily,0.4926349422401952,Flow Permanence,ZZ,26,Flow Permanence
hourly,0.7028524545117194,Flow Permanence,ZZ,26,Flow Permanence
30mins,0.21904573688533585,Flow Permanence,ZZ,27,Flow Permanence
4hr,0.13625380441087848,Flow Permanence,ZZ,27,Flow Permanence
daily,0.01726520812719524,Flow Permanence,ZZ,27,Flow Permanence
hourly,0.18402600296842572,Flow Permanence,ZZ,27,Flow Permanence
30mins,0.3682457088755543,Flow Permanence,ZZ,28,Flow Permanence
4hr,0.25191440969498513,Flow Permanence,ZZ,28,Flow Permanence
daily,0.07651123303828825,Flow Permanence,ZZ,28,Flow Permanence
hourly,0.3387319092916776,Flow Permanence,ZZ,28,Flow Permanence
30mins,0.4666861295251743,Flow Permanence,ZZ,29,Flow Permanence
4hr,0.21484943950509156,Flow Permanence,ZZ,29,Flow Permanence
daily,0.06017218782852791,Flow Permanence,ZZ,29,Flow Permanence
hourly,0.3976175439293489,Flow Permanence,ZZ,29,Flow Permanence
30mins,0.4538264589287236,Flow Permanence,ZZ,30,Flow Permanence
4hr,0.32007567007674226,Flow Permanence,ZZ,30,Flow Permanence
daily,0.15661128565592408,Flow Permanence,ZZ,30,Flow Permanence
hourly,0.4174929165820365,Flow Permanence,ZZ,30,Flow Permanence
30mins,0.27094567955762944,Flow Permanence,ZZ,31,Flow Permanence
4hr,0.15067445994113787,Flow Permanence,ZZ,31,Flow Permanence
daily,0.0954869071643736,Flow Permanence,ZZ,31,Flow Permanence
hourly,0.23201549390692378,Flow Permanence,ZZ,31,Flow Permanence
30mins,0.27256333191206117,Flow Permanence,ZZ,32,Flow Permanence
4hr,0.12581262392094938,Flow Permanence,ZZ,32,Flow Permanence
daily,0.03986696150218563,Flow Permanence,ZZ,32,Flow Permanence
hourly,0.2711764058422568,Flow Permanence,ZZ,32,Flow Permanence
30mins,0.48402278778711966,Flow Permanence,ZZ,33,Flow Permanence
4hr,0.33834974229658454,Flow Permanence,ZZ,33,Flow Permanence
daily,0.09192777258849838,Flow Permanence,ZZ,33,Flow Permanence
hourly,0.4592142845419347,Flow Permanence,ZZ,33,Flow Permanence
30mins,0.36431313104746155,Flow Permanence,ZZ,34,Flow Permanence
4hr,0.35805062016695144,Flow Permanence,ZZ,34,Flow Permanence
daily,0.18578741017946945,Flow Permanence,ZZ,34,Flow Permanence
hourly,0.3894443602972396,Flow Permanence,ZZ,34,Flow Permanence
30mins,0.4166776203395267,Flow Permanence,ZZ,35,Flow Permanence
4hr,0.2155636582163178,Flow Permanence,ZZ,35,Flow Permanence
daily,0.08999211610364503,Flow Permanence,ZZ,35,Flow Permanence
hourly,0.3897122084434391,Flow Permanence,ZZ,35,Flow Permanence
30mins,0.23693490475272508,Flow Permanence,ZZ,36,Flow Permanence
4hr,0.08830970747383073,Flow Permanence,ZZ,36,Flow Permanence
daily,0.0135914473049432,Flow Permanence,ZZ,36,Flow Permanence
hourly,0.20225631315335074,Flow Permanence,ZZ,36,Flow Permanence
30mins,0.4058366887138891,Flow Permanence,ZZ,37,Flow Permanence
4hr,0.3309930578542491,Flow Permanence,ZZ,37,Flow Permanence
daily,0.25146844816622094,Flow Permanence,ZZ,37,Flow Permanence
hourly,0.3886436290645512,Flow Permanence,ZZ,37,Flow Permanence
30mins,0.15075579736187816,Flow Permanence,ZZ,38,Flow Permanence
4hr,0.054609932438473265,Flow Permanence,ZZ,38,Flow Permanence
daily,0.013761534146186789,Flow Permanence,ZZ,38,Flow Permanence
hourly,0.12267094555546376,Flow Permanence,ZZ,38,Flow Permanence
30mins,0.21966494173949344,Flow Permanence,ZZ,39,Flow Permanence
4hr,0.09763365390731872,Flow Permanence,ZZ,39,Flow Permanence
daily,0.05723810465645777,Flow Permanence,ZZ,39,Flow Permanence
hourly,0.1802520371227439,Flow Permanence,ZZ,39,Flow Permanence
30mins,0.3001691776545662,Flow Permanence,ZZ,40,Flow Permanence
4hr,0.1527994237843525,Flow Permanence,ZZ,40,Flow Permanence
daily,0.09430623514609067,Flow Permanence,ZZ,40,Flow Permanence
hourly,0.2674953568921701,Flow Permanence,ZZ,40,Flow Permanence
30mins,0.20186382467558642,Flow Permanence,ZZ,41,Flow Permanence
4hr,0.17115942747177543,Flow Permanence,ZZ,41,Flow Permanence
daily,0.06013427048165283,Flow Permanence,ZZ,41,Flow Permanence
hourly,0.2292625629012061,Flow Permanence,ZZ,41,Flow Permanence
30mins,0.2817820799414441,Flow Permanence,ZZ,42,Flow Permanence
4hr,0.20058849781502147,Flow Permanence,ZZ,42,Flow Permanence
daily,0.07680784956031209,Flow Permanence,ZZ,42,Flow Permanence
hourly,0.2732594014970451,Flow Permanence,ZZ,42,Flow Permanence
30mins,0.221522867510495,Flow Permanence,ZZ,43,Flow Permanence
4hr,0.09273901664025877,Flow Permanence,ZZ,43,Flow Permanence
daily,0.047805750166735626,Flow Permanence,ZZ,43,Flow Permanence
hourly,0.17942827244793197,Flow Permanence,ZZ,43,Flow Permanence
30mins,0.6004994156728061,Flow Permanence,ZZ,44,Flow Permanence
4hr,0.39278836372177556,Flow Permanence,ZZ,44,Flow Permanence
daily,0.13285954690422763,Flow Permanence,ZZ,44,Flow Permanence
hourly,0.5859031891425782,Flow Permanence,ZZ,44,Flow Permanence
30mins,0.2203856376833298,Flow Permanence,ZZ,45,Flow Permanence
4hr,0.149942479405355,Flow Permanence,ZZ,45,Flow Permanence
daily,0.04725245711412485,Flow Permanence,ZZ,45,Flow Permanence
hourly,0.18616534095859216,Flow Permanence,ZZ,45,Flow Permanence
30mins,0.25649170403014054,Flow Permanence,ZZ,46,Flow Permanence
4hr,0.23790113127189824,Flow Permanence,ZZ,46,Flow Permanence
daily,0.18143942949384895,Flow Permanence,ZZ,46,Flow Permanence
hourly,0.22947109157691167,Flow Permanence,ZZ,46,Flow Permanence
30mins,0.48041294878891927,Flow Permanence,ZZ,47,Flow Permanence
4hr,0.36522869469875474,Flow Permanence,ZZ,47,Flow Permanence
daily,0.13203683548587633,Flow Permanence,ZZ,47,Flow Permanence
hourly,0.46004335699460225,Flow Permanence,ZZ,47,Flow Permanence
30mins,0.48360622188060226,Flow Permanence,ZZ,48,Flow Permanence
4hr,0.44555413084942463,Flow Permanence,ZZ,48,Flow Permanence
daily,0.26817845355425113,Flow Permanence,ZZ,48,Flow Permanence
hourly,0.5015286620232692,Flow Permanence,ZZ,48,Flow Permanence
30mins,0.3177152883615939,Flow Permanence,ZZ,49,Flow Permanence
4hr,0.17851765922536592,Flow Permanence,ZZ,49,Flow Permanence
daily,0.05764025949441406,Flow Permanence,ZZ,49,Flow Permanence
hourly,0.31610247731551433,Flow Permanence,ZZ,49,Flow Permanence
30mins,0.27383777981801544,Flow Permanence,ZZ,50,Flow Permanence
4hr,0.17697601335432764,Flow Permanence,ZZ,50,Flow Permanence
daily,0.05711576937553418,Flow Permanence,ZZ,50,Flow Permanence
hourly,0.23532364035466471,Flow Permanence,ZZ,50,Flow Permanence
30mins,0.37258767336842247,Flow Permanence,ZZ,51,Flow Permanence
4hr,0.1377067203494409,Flow Permanence,ZZ,51,Flow Permanence
daily,0.0586932202839944,Flow Permanence,ZZ,51,Flow Permanence
hourly,0.29666534945361595,Flow Permanence,ZZ,51,Flow Permanence
30mins,0.6567949277647693,Flow Permanence,ZZ,52,Flow Permanence
4hr,0.6264893230034573,Flow Permanence,ZZ,52,Flow Permanence
daily,0.42922173591817653,Flow Permanence,ZZ,52,Flow Permanence
hourly,0.6773005282484089,Flow Permanence,ZZ,52,Flow Permanence
30mins,0.36078594727953744,Flow Permanence,ZZ,53,Flow Permanence
4hr,0.27175396378628547,Flow Permanence,ZZ,53,Flow Permanence
daily,0.06577566505879884,Flow Permanence,ZZ,53,Flow Permanence
hourly,0.3301084663964406,Flow Permanence,ZZ,53,Flow Permanence
30mins,0.514727520445038,Flow Permanence,ZZ,54,Flow Permanence
4hr,0.22831057025773668,Flow Permanence,ZZ,54,Flow Permanence
daily,0.11833381282184949,Flow Permanence,ZZ,54,Flow Permanence
hourly,0.45203241902784536,Flow Permanence,ZZ,54,Flow Permanence
30mins,0.35701060167686044,Flow Permanence,ZZ,55,Flow Permanence
4hr,0.2298938470143924,Flow Permanence,ZZ,55,Flow Permanence
daily,0.04289309872949883,Flow Permanence,ZZ,55,Flow Permanence
hourly,0.34512760390611136,Flow Permanence,ZZ,55,Flow Permanence
30mins,0.4926350379309336,Flow Permanence,ZZ,56,Flow Permanence
4hr,0.37166524560498504,Flow Permanence,ZZ,56,Flow Permanence
daily,0.07105736457503732,Flow Permanence,ZZ,56,Flow Permanence
hourly,0.4046214290577339,Flow Permanence,ZZ,56,Flow Permanence
30mins,0.32282449550765757,Flow Permanence,ZZ,57,Flow Permanence
4hr,0.0932621447854299,Flow Permanence,ZZ,57,Flow Permanence
daily,0.03662863015195637,Flow Permanence,ZZ,57,Flow Permanence
hourly,0.22862955508531196,Flow Permanence,ZZ,57,Flow Permanence
30mins,0.5878029305513293,Flow Permanence,ZZ,58,Flow Permanence
4hr,0.46682423196943273,Flow Permanence,ZZ,58,Flow Permanence
daily,0.13962940039393715,Flow Permanence,ZZ,58,Flow Permanence
hourly,0.5625559811718049,Flow Permanence,ZZ,58,Flow Permanence
30mins,0.14808404086574128,Flow Permanence,ZZ,59,Flow Permanence
4hr,0.14639808258275058,Flow Permanence,ZZ,59,Flow Permanence
daily,0.08830271118839209,Flow Permanence,ZZ,59,Flow Permanence
hourly,0.15528371483676146,Flow Permanence,ZZ,59,Flow Permanence
30mins,0.10535714594414533,Flow Permanence,ZZ,60,Flow Permanence
4hr,0.07591480561712505,Flow Permanence,ZZ,60,Flow Permanence
daily,0.01617943158175737,Flow Permanence,ZZ,60,Flow Permanence
hourly,0.1312977755496091,Flow Permanence,ZZ,60,Flow Permanence
30mins,0.4539647905370055,Flow Permanence,ZZ,61,Flow Permanence
4hr,0.31933060540361935,Flow Permanence,ZZ,61,Flow Permanence
daily,0.12652846746876983,Flow Permanence,ZZ,61,Flow Permanence
hourly,0.45092920369457934,Flow Permanence,ZZ,61,Flow Permanence
30mins,0.18126016632824235,Flow Permanence,ZZ,62,Flow Permanence
4hr,0.11799371272665611,Flow Permanence,ZZ,62,Flow Permanence
daily,0.0403806707798307,Flow Permanence,ZZ,62,Flow Permanence
hourly,0.1374032089620467,Flow Permanence,ZZ,62,Flow Permanence
30mins,0.5468636620137998,Flow Permanence,ZZ,63,Flow Permanence
4hr,0.4115187011716245,Flow Permanence,ZZ,63,Flow Permanence
daily,0.3945291121639432,Flow Permanence,ZZ,63,Flow Permanence
hourly,0.5059754981411975,Flow Permanence,ZZ,63,Flow Permanence
30mins,0.27686183555343236,Flow Permanence,ZZ,64,Flow Permanence
4hr,0.1279854314203814,Flow Permanence,ZZ,64,Flow Permanence
daily,0.0628386218429669,Flow Permanence,ZZ,64,Flow Permanence
hourly,0.23714872425698455,Flow Permanence,ZZ,64,Flow Permanence
30mins,0.4364837437316704,Flow Permanence,ZZ,65,Flow Permanence
4hr,0.25469831542655497,Flow Permanence,ZZ,65,Flow Permanence
daily,0.10992980978973313,Flow Permanence,ZZ,65,Flow Permanence
hourly,0.3942628821281533,Flow Permanence,ZZ,65,Flow Permanence
30mins,0.5530681380325329,Flow Permanence,ZZ,66,Flow Permanence
4hr,0.4808294737266442,Flow Permanence,ZZ,66,Flow Permanence
daily,0.22557968760540176,Flow Permanence,ZZ,66,Flow Permanence
hourly,0.5643397090730287,Flow Permanence,ZZ,66,Flow Permanence
30mins,0.26864420333675887,Flow Permanence,ZZ,67,Flow Permanence
4hr,0.1462368056679731,Flow Permanence,ZZ,67,Flow Permanence
daily,0.11805802770870025,Flow Permanence,ZZ,67,Flow Permanence
hourly,0.2454021580199514,Flow Permanence,ZZ,67,Flow Permanence
30mins,0.2045220440399453,Flow Permanence,ZZ,68,Flow Permanence
4hr,0.08446925754318545,Flow Permanence,ZZ,68,Flow Permanence
daily,0.027158143206709912,Flow Permanence,ZZ,68,Flow Permanence
hourly,0.17374070838283664,Flow Permanence,ZZ,68,Flow Permanence
30mins,0.36956049555764936,Flow Permanence,ZZ,69,Flow Permanence
4hr,0.2306347603209551,Flow Permanence,ZZ,69,Flow Permanence
daily,0.1183307045964695,Flow Permanence,ZZ,69,Flow Permanence
hourly,0.34512838912858923,Flow Permanence,ZZ,69,Flow Permanence
30mins,0.3039353486920173,Flow Permanence,ZZ,70,Flow Permanence
4hr,0.12981536799747542,Flow Permanence,ZZ,70,Flow Permanence
daily,0.061982861814689774,Flow Permanence,ZZ,70,Flow Permanence
hourly,0.2681835231001799,Flow Permanence,ZZ,70,Flow Permanence
30mins,0.22307786894597742,Flow Permanence,ZZ,71,Flow Permanence
4hr,0.13526811621731316,Flow Permanence,ZZ,71,Flow Permanence
daily,0.09389836328357505,Flow Permanence,ZZ,71,Flow Permanence
hourly,0.23811642589982296,Flow Permanence,ZZ,71,Flow Permanence
30mins,0.5201420038999922,Flow Permanence,ZZ,72,Flow Permanence
4hr,0.3990958056288437,Flow Permanence,ZZ,72,Flow Permanence
daily,0.20156233984955124,Flow Permanence,ZZ,72,Flow Permanence
hourly,0.45493121356878713,Flow Permanence,ZZ,72,Flow Permanence
30mins,0.5647515293368596,Flow Permanence,ZZ,73,Flow Permanence
4hr,0.4088094243396152,Flow Permanence,ZZ,73,Flow Permanence
daily,0.41490928578673175,Flow Permanence,ZZ,73,Flow Permanence
hourly,0.5251371152183159,Flow Permanence,ZZ,73,Flow Permanence
30mins,0.25593229767796216,Flow Permanence,ZZ,74,Flow Permanence
4hr,0.13901426594327107,Flow Permanence,ZZ,74,Flow Permanence
daily,0.016883098283605763,Flow Permanence,ZZ,74,Flow Permanence
hourly,0.238225921659496,Flow Permanence,ZZ,74,Flow Permanence
30mins,0.34988908367027555,Flow Permanence,ZZ,75,Flow Permanence
4hr,0.2842549510687583,Flow Permanence,ZZ,75,Flow Permanence
daily,0.10630554844509117,Flow Permanence,ZZ,75,Flow Permanence
hourly,0.34397301981425304,Flow Permanence,ZZ,75,Flow Permanence
30mins,0.192295269049878,Flow Permanence,ZZ,76,Flow Permanence
4hr,0.10402710609384107,Flow Permanence,ZZ,76,Flow Permanence
daily,0.012996132144987751,Flow Permanence,ZZ,76,Flow Permanence
hourly,0.1791561183812483,Flow Permanence,ZZ,76,Flow Permanence
30mins,0.42594287120078894,Flow Permanence,ZZ,77,Flow Permanence
4hr,0.26910385259089126,Flow Permanence,ZZ,77,Flow Permanence
daily,0.10746619785657793,Flow Permanence,ZZ,77,Flow Permanence
hourly,0.35156846291738303,Flow Permanence,ZZ,77,Flow Permanence
30mins,0.5825065976946197,Flow Permanence,ZZ,78,Flow Permanence
4hr,0.5337294897876353,Flow Permanence,ZZ,78,Flow Permanence
daily,0.10759083843665347,Flow Permanence,ZZ,78,Flow Permanence
hourly,0.5831864088832522,Flow Permanence,ZZ,78,Flow Permanence
30mins,0.41898932361908847,Flow Permanence,ZZ,79,Flow Permanence
4hr,0.3175889668611166,Flow Permanence,ZZ,79,Flow Permanence
daily,0.20959376512060174,Flow Permanence,ZZ,79,Flow Permanence
hourly,0.33733011785295214,Flow Permanence,ZZ,79,Flow Permanence
30mins,0.5739205579102544,Flow Permanence,ZZ,80,Flow Permanence
4hr,0.4338778350950016,Flow Permanence,ZZ,80,Flow Permanence
daily,0.31226845332324016,Flow Permanence,ZZ,80,Flow Permanence
hourly,0.5407857331537904,Flow Permanence,ZZ,80,Flow Permanence
30mins,0.6394740614064922,Flow Permanence,ZZ,81,Flow Permanence
4hr,0.5136165249579572,Flow Permanence,ZZ,81,Flow Permanence
daily,0.1902013855577805,Flow Permanence,ZZ,81,Flow Permanence
hourly,0.6303080068162217,Flow Permanence,ZZ,81,Flow Permanence
30mins,0.3831805276686283,Flow Permanence,ZZ,82,Flow Permanence
4hr,0.3416683201577352,Flow Permanence,ZZ,82,Flow Permanence
daily,0.18709245994914137,Flow Permanence,ZZ,82,Flow Permanence
hourly,0.3691660559411993,Flow Permanence,ZZ,82,Flow Permanence
30mins,0.37324691841776425,Flow Permanence,ZZ,83,Flow Permanence
4hr,0.3253269652113606,Flow Permanence,ZZ,83,Flow Permanence
daily,0.17624695928359918,Flow Permanence,ZZ,83,Flow Permanence
hourly,0.35299032020683596,Flow Permanence,ZZ,83,Flow Permanence
30mins,0.2598716314306975,Flow Permanence,ZZ,84,Flow Permanence
4hr,0.18374662961955673,Flow Permanence,ZZ,84,Flow Permanence
daily,0.04407949976625308,Flow Permanence,ZZ,84,Flow Permanence
hourly,0.2714085967058891,Flow Permanence,ZZ,84,Flow Permanence
30mins,0.23074192967858811,Flow Permanence,ZZ,85,Flow Permanence
4hr,0.1773380061525086,Flow Permanence,ZZ,85,Flow Permanence
daily,0.012639527880954203,Flow Permanence,ZZ,85,Flow Permanence
hourly,0.24027981433776543,Flow Permanence,ZZ,85,Flow Permanence
30mins,0.5593967380477753,Flow Permanence,ZZ,86,Flow Permanence
4hr,0.36156857704270084,Flow Permanence,ZZ,86,Flow Permanence
daily,0.21966052135135508,Flow Permanence,ZZ,86,Flow Permanence
hourly,0.48332850987312875,Flow Permanence,ZZ,86,Flow Permanence
30mins,0.36130846082773665,Flow Permanence,ZZ,87,Flow Permanence
4hr,0.20068766782496847,Flow Permanence,ZZ,87,Flow Permanence
daily,0.1235178738392949,Flow Permanence,ZZ,87,Flow Permanence
hourly,0.3013828669286813,Flow Permanence,ZZ,87,Flow Permanence
30mins,0.427308615185367,Flow Permanence,ZZ,88,Flow Permanence
4hr,0.3861084574069812,Flow Permanence,ZZ,88,Flow Permanence
daily,0.290547765881518,Flow Permanence,ZZ,88,Flow Permanence
hourly,0.45686463976073094,Flow Permanence,ZZ,88,Flow Permanence
30mins,0.6193433344476132,Flow Permanence,ZZ,89,Flow Permanence
4hr,0.521946223873116,Flow Permanence,ZZ,89,Flow Permanence
daily,0.2359655402843056,Flow Permanence,ZZ,89,Flow Permanence
hourly,0.5761046194869697,Flow Permanence,ZZ,89,Flow Permanence
30mins,0.5316519395464726,Flow Permanence,ZZ,90,Flow Permanence
4hr,0.3842433677836814,Flow Permanence,ZZ,90,Flow Permanence
daily,0.1853249162211072,Flow Permanence,ZZ,90,Flow Permanence
hourly,0.4787476113403709,Flow Permanence,ZZ,90,Flow Permanence
30mins,0.21040272937649118,Flow Permanence,ZZ,91,Flow Permanence
4hr,0.14126575787922485,Flow Permanence,ZZ,91,Flow Permanence
daily,0.041817709491791755,Flow Permanence,ZZ,91,Flow Permanence
hourly,0.2176094575675529,Flow Permanence,ZZ,91,Flow Permanence
30mins,0.21010117821336377,Flow Permanence,ZZ,92,Flow Permanence
4hr,0.11105001189354408,Flow Permanence,ZZ,92,Flow Permanence
daily,0.08195800088470469,Flow Permanence,ZZ,92,Flow Permanence
hourly,0.17160377190242856,Flow Permanence,ZZ,92,Flow Permanence
30mins,0.3384771748670339,Flow Permanence,ZZ,93,Flow Permanence
4hr,0.22318315238558217,Flow Permanence,ZZ,93,Flow Permanence
daily,0.1970866531170712,Flow Permanence,ZZ,93,Flow Permanence
hourly,0.3317502781670614,Flow Permanence,ZZ,93,Flow Permanence
30mins,0.3363146640644381,Flow Permanence,ZZ,94,Flow Permanence
4hr,0.18356280445378925,Flow Permanence,ZZ,94,Flow Permanence
daily,0.06409726319760733,Flow Permanence,ZZ,94,Flow Permanence
hourly,0.2558215112555993,Flow Permanence,ZZ,94,Flow Permanence
30mins,0.5436879761632497,Flow Permanence,ZZ,95,Flow Permanence
4hr,0.24627561787924773,Flow Permanence,ZZ,95,Flow Permanence
daily,0.10252078531718939,Flow Permanence,ZZ,95,Flow Permanence
hourly,0.4915234456666334,Flow Permanence,ZZ,95,Flow Permanence
30mins,0.20769929802258233,Flow Permanence,ZZ,96,Flow Permanence
4hr,0.11465224731284707,Flow Permanence,ZZ,96,Flow Permanence
daily,0.0377041400109792,Flow Permanence,ZZ,96,Flow Permanence
hourly,0.20383087709080394,Flow Permanence,ZZ,96,Flow Permanence
30mins,0.42935980483370373,Flow Permanence,ZZ,97,Flow Permanence
4hr,0.3017461002935632,Flow Permanence,ZZ,97,Flow Permanence
daily,0.11675288045738394,Flow Permanence,ZZ,97,Flow Permanence
hourly,0.41654167183699614,Flow Permanence,ZZ,97,Flow Permanence
30mins,0.15002362411050185,Flow Permanence,ZZ,98,Flow Permanence
4hr,0.07091931910652724,Flow Permanence,ZZ,98,Flow Permanence
daily,0.025918554432822965,Flow Permanence,ZZ,98,Flow Permanence
hourly,0.12704164726924033,Flow Permanence,ZZ,98,Flow Permanence
30mins,0.11013210140588862,Flow Permanence,ZZ,99,Flow Permanence
4hr,0.07802564118176601,Flow Permanence,ZZ,99,Flow Permanence
daily,0.04804770145009818,Flow Permanence,ZZ,99,Flow Permanence
hourly,0.10889154984437922,Flow Permanence,ZZ,99,Flow Permanence
30mins,0.40192415173556084,Flow Permanence,ZZ,100,Flow Permanence
4hr,0.17706647324527858,Flow Permanence,ZZ,100,Flow Permanence
daily,0.06923295516813406,Flow Permanence,ZZ,100,Flow Permanence
hourly,0.38957858834425796,Flow Permanence,ZZ,100,Flow Permanence
30mins,0.612291351370067,Duration of Flow,ZZ,1,Duration of Flow
4hr,0.37932962001396286,Duration of Flow,ZZ,1,Duration of Flow
daily,0.12104800844109466,Duration of Flow,ZZ,1,Duration of Flow
hourly,0.5394032718334365,Duration of Flow,ZZ,1,Duration of Flow
30mins,0.4968037358521742,Duration of Flow,ZZ,2,Duration of Flow
4hr,0.3430750769929578,Duration of Flow,ZZ,2,Duration of Flow
daily,0.15083110410636474,Duration of Flow,ZZ,2,Duration of Flow
hourly,0.4819401312710652,Duration of Flow,ZZ,2,Duration of Flow
30mins,0.5353908709376682,Duration of Flow,ZZ,3,Duration of Flow
4hr,0.34256394330656753,Duration of Flow,ZZ,3,Duration of Flow
daily,0.2546997733184876,Duration of Flow,ZZ,3,Duration of Flow
hourly,0.497081650404516,Duration of Flow,ZZ,3,Duration of Flow
30mins,0.5093101699047071,Duration of Flow,ZZ,4,Duration of Flow
4hr,0.4986102906759638,Duration of Flow,ZZ,4,Duration of Flow
daily,0.4327803949289278,Duration of Flow,ZZ,4,Duration of Flow
hourly,0.5220850084341843,Duration of Flow,ZZ,4,Duration of Flow
30mins,0.21444391402148366,Duration of Flow,ZZ,5,Duration of Flow
4hr,0.11404619629092348,Duration of Flow,ZZ,5,Duration of Flow
daily,0.0663559515912631,Duration of Flow,ZZ,5,Duration of Flow
hourly,0.1636536471526983,Duration of Flow,ZZ,5,Duration of Flow
30mins,0.25548550505346007,Duration of Flow,ZZ,6,Duration of Flow
4hr,0.15067299482386484,Duration of Flow,ZZ,6,Duration of Flow
daily,0.09383995493093153,Duration of Flow,ZZ,6,Duration of Flow
hourly,0.20630568751546263,Duration of Flow,ZZ,6,Duration of Flow
30mins,0.23639759410102582,Duration of Flow,ZZ,7,Duration of Flow
4hr,0.15736776016674517,Duration of Flow,ZZ,7,Duration of Flow
daily,0.05100657378259945,Duration of Flow,ZZ,7,Duration of Flow
hourly,0.19612745711864177,Duration of Flow,ZZ,7,Duration of Flow
30mins,0.6910502959702798,Duration of Flow,ZZ,8,Duration of Flow
4hr,0.5105605712057266,Duration of Flow,ZZ,8,Duration of Flow
daily,0.18569596166947472,Duration of Flow,ZZ,8,Duration of Flow
hourly,0.6450655681564046,Duration of Flow,ZZ,8,Duration of Flow
30mins,0.34551268256657,Duration of Flow,ZZ,9,Duration of Flow
4hr,0.16296652751587054,Duration of Flow,ZZ,9,Duration of Flow
daily,0.028021072374095412,Duration of Flow,ZZ,9,Duration of Flow
hourly,0.31634925835927885,Duration of Flow,ZZ,9,Duration of Flow
