timescale,pval,comparison,shed,iteration,hierarchy
4hr,0.09124568459204377,Drainage Area,ZZ,9,Drainage Area
daily,0.021344052831200357,Drainage Area,ZZ,9,Drainage Area
hourly,0.11689562322961128,Drainage Area,ZZ,9,Drainage Area
30mins,0.17116085392125857,Drainage Area,ZZ,10,Drainage Area
4hr,0.05376750050232386,Drainage Area,ZZ,10,Drainage Area
daily,0.01827158696709054,Drainage Area,ZZ,10,Drainage Area
hourly,0.13271294377560552,Drainage Area,ZZ,10,Drainage Area
30mins,0.665717527630503,Drainage Area,ZZ,11,Drainage Area
4hr,0.5025014484750425,Drainage Area,ZZ,11,Drainage Area
daily,0.29437870512636627,Drainage Area,ZZ,11,Drainage Area
hourly,0.6366024259698593,Drainage Area,ZZ,11,Drainage Area
30mins,0.437718545895529,Drainage Area,ZZ,12,Drainage Area
4hr,0.2943787138720102,Drainage Area,ZZ,12,Drainage Area
daily,0.10534843772920308,Drainage Area,ZZ,12,Drainage Area
hourly,0.399499934858651,Drainage Area,ZZ,12,Drainage Area
30mins,0.5454830022434699,Drainage Area,ZZ,13,Drainage Area
4hr,0.4024626671156041,Drainage Area,ZZ,13,Drainage Area
daily,0.1886947820416455,Drainage Area,ZZ,13,Drainage Area
hourly,0.4687638519825913,Drainage Area,ZZ,13,Drainage Area
30mins,0.5999617597415028,Drainage Area,ZZ,14,Drainage Area
4hr,0.5587098569008341,Drainage Area,ZZ,14,Drainage Area
daily,0.31165226922998907,Drainage Area,ZZ,14,Drainage Area
hourly,0.6076133199545354,Drainage Area,ZZ,14,Drainage Area
30mins,0.29270098703867686,Drainage Area,ZZ,15,Drainage Area
4hr,0.17751900054153835,Drainage Area,ZZ,15,Drainage Area
daily,0.015858976483957607,Drainage Area,ZZ,15,Drainage Area
hourly,0.2794332603729355,Drainage Area,ZZ,15,Drainage Area
30mins,0.4086747505285457,Drainage Area,ZZ,16,Drainage Area
4hr,0.260886843292393,Drainage Area,ZZ,16,Drainage Area
daily,0.06275525137984876,Drainage Area,ZZ,16,Drainage Area
hourly,0.3510500415705538,Drainage Area,ZZ,16,Drainage Area
30mins,0.2797848074843737,Drainage Area,ZZ,17,Drainage Area
4hr,0.2612277969066092,Drainage Area,ZZ,17,Drainage Area
daily,0.06396514497015549,Drainage Area,ZZ,17,Drainage Area
hourly,0.2830762033487429,Drainage Area,ZZ,17,Drainage Area
30mins,0.4808295907400914,Drainage Area,ZZ,18,Drainage Area
4hr,0.3060074286344125,Drainage Area,ZZ,18,Drainage Area
daily,0.16711150061942778,Drainage Area,ZZ,18,Drainage Area
hourly,0.45935253835921275,Drainage Area,ZZ,18,Drainage Area
30mins,0.4521706666239756,Drainage Area,ZZ,19,Drainage Area
4hr,0.39560349044099896,Drainage Area,ZZ,19,Drainage Area
daily,0.2163772608017439,Drainage Area,ZZ,19,Drainage Area
hourly,0.4523086438061729,Drainage Area,ZZ,19,Drainage Area
30mins,0.6484315389256521,Drainage Area,ZZ,20,Drainage Area
4hr,0.39077967610236886,Drainage Area,ZZ,20,Drainage Area
daily,0.27989547363276013,Drainage Area,ZZ,20,Drainage Area
hourly,0.6038591264571892,Drainage Area,ZZ,20,Drainage Area
30mins,0.2800192807944728,Drainage Area,ZZ,21,Drainage Area
4hr,0.18625852864434514,Drainage Area,ZZ,21,Drainage Area
daily,0.15205707122736845,Drainage Area,ZZ,21,Drainage Area
hourly,0.22873365802530657,Drainage Area,ZZ,21,Drainage Area
30mins,0.4121975693519653,Drainage Area,ZZ,22,Drainage Area
4hr,0.2669212341454166,Drainage Area,ZZ,22,Drainage Area
daily,0.20019647641331845,Drainage Area,ZZ,22,Drainage Area
hourly,0.36496837514271463,Drainage Area,ZZ,22,Drainage Area
30mins,0.4969426820661362,Drainage Area,ZZ,23,Drainage Area
4hr,0.4117897546403247,Drainage Area,ZZ,23,Drainage Area
daily,0.19573640027781988,Drainage Area,ZZ,23,Drainage Area
hourly,0.5045859210044802,Drainage Area,ZZ,23,Drainage Area
30mins,0.3015042777388409,Drainage Area,ZZ,24,Drainage Area
4hr,0.18467398376813526,Drainage Area,ZZ,24,Drainage Area
daily,0.07153165129687988,Drainage Area,ZZ,24,Drainage Area
hourly,0.26509457771404443,Drainage Area,ZZ,24,Drainage Area
30mins,0.43730675816446246,Drainage Area,ZZ,25,Drainage Area
4hr,0.2531385584136438,Drainage Area,ZZ,25,Drainage Area
daily,0.1298168636606532,Drainage Area,ZZ,25,Drainage Area
hourly,0.38891006142939827,Drainage Area,ZZ,25,Drainage Area
30mins,0.5965929142722832,Drainage Area,ZZ,26,Drainage Area
4hr,0.3710068061308343,Drainage Area,ZZ,26,Drainage Area
daily,0.2680660433655261,Drainage Area,ZZ,26,Drainage Area
hourly,0.6030535015119514,Drainage Area,ZZ,26,Drainage Area
30mins,0.3112850043447476,Drainage Area,ZZ,27,Drainage Area
4hr,0.15980997538098426,Drainage Area,ZZ,27,Drainage Area
daily,0.04963331153045851,Drainage Area,ZZ,27,Drainage Area
hourly,0.28237033977094966,Drainage Area,ZZ,27,Drainage Area
30mins,0.6409081404256675,Drainage Area,ZZ,28,Drainage Area
4hr,0.49277389672986066,Drainage Area,ZZ,28,Drainage Area
daily,0.21291830449890628,Drainage Area,ZZ,28,Drainage Area
hourly,0.5845457843970359,Drainage Area,ZZ,28,Drainage Area
30mins,0.277445227977924,Drainage Area,ZZ,29,Drainage Area
4hr,0.1772459926295375,Drainage Area,ZZ,29,Drainage Area
daily,0.06122280943753286,Drainage Area,ZZ,29,Drainage Area
hourly,0.2779123427654378,Drainage Area,ZZ,29,Drainage Area
30mins,0.20274615051881356,Drainage Area,ZZ,30,Drainage Area
4hr,0.0870324916116055,Drainage Area,ZZ,30,Drainage Area
daily,0.01167035184422287,Drainage Area,ZZ,30,Drainage Area
hourly,0.18374812282699332,Drainage Area,ZZ,30,Drainage Area
30mins,0.5803305618655262,Drainage Area,ZZ,31,Drainage Area
4hr,0.4534120991889854,Drainage Area,ZZ,31,Drainage Area
daily,0.234249290542633,Drainage Area,ZZ,31,Drainage Area
hourly,0.5722818616034128,Drainage Area,ZZ,31,Drainage Area
30mins,0.175623961736221,Drainage Area,ZZ,32,Drainage Area
4hr,0.04867963027204204,Drainage Area,ZZ,32,Drainage Area
daily,0.047702801563378486,Drainage Area,ZZ,32,Drainage Area
hourly,0.1328623466408237,Drainage Area,ZZ,32,Drainage Area
30mins,0.45355065319762017,Drainage Area,ZZ,33,Drainage Area
4hr,0.30454475838197426,Drainage Area,ZZ,33,Drainage Area
daily,0.06662671978599378,Drainage Area,ZZ,33,Drainage Area
hourly,0.4513429587913762,Drainage Area,ZZ,33,Drainage Area
30mins,0.15453705155224512,Drainage Area,ZZ,34,Drainage Area
4hr,0.0819093756711653,Drainage Area,ZZ,34,Drainage Area
daily,0.022963414859540808,Drainage Area,ZZ,34,Drainage Area
hourly,0.1433052528625463,Drainage Area,ZZ,34,Drainage Area
30mins,0.26452429544628125,Drainage Area,ZZ,35,Drainage Area
4hr,0.14196900329443768,Drainage Area,ZZ,35,Drainage Area
daily,0.11464930731896852,Drainage Area,ZZ,35,Drainage Area
hourly,0.24606157746332163,Drainage Area,ZZ,35,Drainage Area
30mins,0.33390313814402905,Drainage Area,ZZ,36,Drainage Area
4hr,0.20739864990100954,Drainage Area,ZZ,36,Drainage Area
daily,0.03727504560281013,Drainage Area,ZZ,36,Drainage Area
hourly,0.31128505831596276,Drainage Area,ZZ,36,Drainage Area
30mins,0.20029836883906701,Drainage Area,ZZ,37,Drainage Area
4hr,0.15787262527534374,Drainage Area,ZZ,37,Drainage Area
daily,0.07340473649614063,Drainage Area,ZZ,37,Drainage Area
hourly,0.19806092578043524,Drainage Area,ZZ,37,Drainage Area
30mins,0.4594907837711371,Drainage Area,ZZ,38,Drainage Area
4hr,0.2860305777705923,Drainage Area,ZZ,38,Drainage Area
daily,0.12337587003631817,Drainage Area,ZZ,38,Drainage Area
hourly,0.3891778238336336,Drainage Area,ZZ,38,Drainage Area
30mins,0.47403092657020657,Drainage Area,ZZ,39,Drainage Area
4hr,0.28460822682432696,Drainage Area,ZZ,39,Drainage Area
daily,0.20382483390312992,Drainage Area,ZZ,39,Drainage Area
hourly,0.4385422887510183,Drainage Area,ZZ,39,Drainage Area
30mins,0.15981279086431333,Drainage Area,ZZ,40,Drainage Area
4hr,0.10662993611121942,Drainage Area,ZZ,40,Drainage Area
daily,0.0747236272272348,Drainage Area,ZZ,40,Drainage Area
hourly,0.15067430114215924,Drainage Area,ZZ,40,Drainage Area
30mins,0.41885326956117497,Drainage Area,ZZ,41,Drainage Area
4hr,0.17463451046335265,Drainage Area,ZZ,41,Drainage Area
daily,0.07631116875655526,Drainage Area,ZZ,41,Drainage Area
hourly,0.34589809620594975,Drainage Area,ZZ,41,Drainage Area
30mins,0.6219953515572998,Drainage Area,ZZ,42,Drainage Area
4hr,0.560909490039,Drainage Area,ZZ,42,Drainage Area
daily,0.31152582189005307,Drainage Area,ZZ,42,Drainage Area
hourly,0.6287297901176175,Drainage Area,ZZ,42,Drainage Area
30mins,0.6154904309021186,Drainage Area,ZZ,43,Drainage Area
4hr,0.5389886109549648,Drainage Area,ZZ,43,Drainage Area
daily,0.3584393038387734,Drainage Area,ZZ,43,Drainage Area
hourly,0.63986677618285,Drainage Area,ZZ,43,Drainage Area
30mins,0.3209503462537589,Drainage Area,ZZ,44,Drainage Area
4hr,0.274067427081665,Drainage Area,ZZ,44,Drainage Area
daily,0.12125547085184644,Drainage Area,ZZ,44,Drainage Area
hourly,0.31535721876902045,Drainage Area,ZZ,44,Drainage Area
30mins,0.24190836496640689,Drainage Area,ZZ,45,Drainage Area
4hr,0.21729915306304426,Drainage Area,ZZ,45,Drainage Area
daily,0.08730449254969808,Drainage Area,ZZ,45,Drainage Area
hourly,0.2498073506276756,Drainage Area,ZZ,45,Drainage Area
30mins,0.29437870172528224,Drainage Area,ZZ,46,Drainage Area
4hr,0.2379011375988587,Drainage Area,ZZ,46,Drainage Area
daily,0.08153698990336296,Drainage Area,ZZ,46,Drainage Area
hourly,0.31957854255196816,Drainage Area,ZZ,46,Drainage Area
30mins,0.30478881314149364,Drainage Area,ZZ,47,Drainage Area
4hr,0.10986594751182138,Drainage Area,ZZ,47,Drainage Area
daily,0.07248627855042723,Drainage Area,ZZ,47,Drainage Area
hourly,0.25269306034135497,Drainage Area,ZZ,47,Drainage Area
30mins,0.17169110516044597,Drainage Area,ZZ,48,Drainage Area
4hr,0.09268130754016843,Drainage Area,ZZ,48,Drainage Area
daily,0.07039860827664557,Drainage Area,ZZ,48,Drainage Area
hourly,0.14856633083530701,Drainage Area,ZZ,48,Drainage Area
30mins,0.4333301232007301,Drainage Area,ZZ,49,Drainage Area
4hr,0.4774987263100492,Drainage Area,ZZ,49,Drainage Area
daily,0.3519526896403389,Drainage Area,ZZ,49,Drainage Area
hourly,0.4665476392752036,Drainage Area,ZZ,49,Drainage Area
30mins,0.3843778196316464,Drainage Area,ZZ,50,Drainage Area
4hr,0.1900169164053511,Drainage Area,ZZ,50,Drainage Area
daily,0.08758117145871233,Drainage Area,ZZ,50,Drainage Area
hourly,0.32182490116577017,Drainage Area,ZZ,50,Drainage Area
30mins,0.182823507726148,Drainage Area,ZZ,51,Drainage Area
4hr,0.09548707086052492,Drainage Area,ZZ,51,Drainage Area
daily,0.015556385117416603,Drainage Area,ZZ,51,Drainage Area
hourly,0.1447264292784862,Drainage Area,ZZ,51,Drainage Area
30mins,0.09944789641671557,Drainage Area,ZZ,52,Drainage Area
4hr,0.042137112190891786,Drainage Area,ZZ,52,Drainage Area
daily,0.006480502541655379,Drainage Area,ZZ,52,Drainage Area
hourly,0.08419998278194224,Drainage Area,ZZ,52,Drainage Area
30mins,0.33200410723440743,Drainage Area,ZZ,53,Drainage Area
4hr,0.14727739038884935,Drainage Area,ZZ,53,Drainage Area
daily,0.11283776301549289,Drainage Area,ZZ,53,Drainage Area
hourly,0.3030841888829565,Drainage Area,ZZ,53,Drainage Area
30mins,0.4498260687220376,Drainage Area,ZZ,54,Drainage Area
4hr,0.2963039195420964,Drainage Area,ZZ,54,Drainage Area
daily,0.07601184659363976,Drainage Area,ZZ,54,Drainage Area
hourly,0.42021508852116896,Drainage Area,ZZ,54,Drainage Area
30mins,0.4253966695792753,Drainage Area,ZZ,55,Drainage Area
4hr,0.24737926804853522,Drainage Area,ZZ,55,Drainage Area
daily,0.09471978710549696,Drainage Area,ZZ,55,Drainage Area
hourly,0.37628508915375414,Drainage Area,ZZ,55,Drainage Area
30mins,0.19430156872528892,Drainage Area,ZZ,56,Drainage Area
4hr,0.09245017789746171,Drainage Area,ZZ,56,Drainage Area
daily,0.018618551716981572,Drainage Area,ZZ,56,Drainage Area
hourly,0.174815410574294,Drainage Area,ZZ,56,Drainage Area
30mins,0.39855852248113366,Drainage Area,ZZ,57,Drainage Area
4hr,0.22193742173618142,Drainage Area,ZZ,57,Drainage Area
daily,0.15420428339436473,Drainage Area,ZZ,57,Drainage Area
hourly,0.335932529393287,Drainage Area,ZZ,57,Drainage Area
30mins,0.4441783868439091,Drainage Area,ZZ,58,Drainage Area
4hr,0.3177131571533119,Drainage Area,ZZ,58,Drainage Area
daily,0.10227620520205273,Drainage Area,ZZ,58,Drainage Area
hourly,0.4093519852729088,Drainage Area,ZZ,58,Drainage Area
30mins,0.1462383407679347,Drainage Area,ZZ,59,Drainage Area
4hr,0.09811374066519099,Drainage Area,ZZ,59,Drainage Area
daily,0.03623850630377439,Drainage Area,ZZ,59,Drainage Area
hourly,0.14118774217846244,Drainage Area,ZZ,59,Drainage Area
30mins,0.48013534339623987,Drainage Area,ZZ,60,Drainage Area
4hr,0.292460409560653,Drainage Area,ZZ,60,Drainage Area
daily,0.07858495209050044,Drainage Area,ZZ,60,Drainage Area
hourly,0.42771818461803535,Drainage Area,ZZ,60,Drainage Area
30mins,0.36667172124321057,Drainage Area,ZZ,61,Drainage Area
4hr,0.3611772001845072,Drainage Area,ZZ,61,Drainage Area
daily,0.1763422046457088,Drainage Area,ZZ,61,Drainage Area
hourly,0.40408154643852284,Drainage Area,ZZ,61,Drainage Area
30mins,0.2275767238294663,Drainage Area,ZZ,62,Drainage Area
4hr,0.16032015768348493,Drainage Area,ZZ,62,Drainage Area
daily,0.035415398029936186,Drainage Area,ZZ,62,Drainage Area
hourly,0.23682735596227072,Drainage Area,ZZ,62,Drainage Area
30mins,0.3040583995825611,Drainage Area,ZZ,63,Drainage Area
4hr,0.16983309217344356,Drainage Area,ZZ,63,Drainage Area
daily,0.048852389880670796,Drainage Area,ZZ,63,Drainage Area
hourly,0.23468136898565617,Drainage Area,ZZ,63,Drainage Area
30mins,0.5567847001305957,Drainage Area,ZZ,64,Drainage Area
4hr,0.5463118443119145,Drainage Area,ZZ,64,Drainage Area
daily,0.15544563710113354,Drainage Area,ZZ,64,Drainage Area
hourly,0.5626932449154194,Drainage Area,ZZ,64,Drainage Area
30mins,0.17742854770646968,Drainage Area,ZZ,65,Drainage Area
4hr,0.052260902434742205,Drainage Area,ZZ,65,Drainage Area
daily,0.011799799630009362,Drainage Area,ZZ,65,Drainage Area
hourly,0.1401764552361686,Drainage Area,ZZ,65,Drainage Area
30mins,0.3165983237055528,Drainage Area,ZZ,66,Drainage Area
4hr,0.16833986303972606,Drainage Area,ZZ,66,Drainage Area
daily,0.126096787033526,Drainage Area,ZZ,66,Drainage Area
hourly,0.26887405624251826,Drainage Area,ZZ,66,Drainage Area
30mins,0.24288956753684393,Drainage Area,ZZ,67,Drainage Area
4hr,0.13824556464935983,Drainage Area,ZZ,67,Drainage Area
daily,0.0570794892632837,Drainage Area,ZZ,67,Drainage Area
hourly,0.224226020108278,Drainage Area,ZZ,67,Drainage Area
30mins,0.7803379099271713,Drainage Area,ZZ,68,Drainage Area
4hr,0.5172270637796579,Drainage Area,ZZ,68,Drainage Area
daily,0.2606578445356506,Drainage Area,ZZ,68,Drainage Area
hourly,0.6948462296785094,Drainage Area,ZZ,68,Drainage Area
30mins,0.6397356921595388,Drainage Area,ZZ,69,Drainage Area
4hr,0.49180133115960767,Drainage Area,ZZ,69,Drainage Area
daily,0.2904285306497438,Drainage Area,ZZ,69,Drainage Area
hourly,0.5873961716326516,Drainage Area,ZZ,69,Drainage Area
30mins,0.39131665384156694,Drainage Area,ZZ,70,Drainage Area
4hr,0.09101595982851132,Drainage Area,ZZ,70,Drainage Area
daily,0.012356823229065785,Drainage Area,ZZ,70,Drainage Area
hourly,0.28060591121293466,Drainage Area,ZZ,70,Drainage Area
30mins,0.4036768391957351,Drainage Area,ZZ,71,Drainage Area
4hr,0.289833398515161,Drainage Area,ZZ,71,Drainage Area
daily,0.08371527927979637,Drainage Area,ZZ,71,Drainage Area
hourly,0.390647909584697,Drainage Area,ZZ,71,Drainage Area
30mins,0.5173658098058403,Drainage Area,ZZ,72,Drainage Area
4hr,0.27837985667723353,Drainage Area,ZZ,72,Drainage Area
daily,0.08106381718397075,Drainage Area,ZZ,72,Drainage Area
hourly,0.4922181538492115,Drainage Area,ZZ,72,Drainage Area
30mins,0.21546316902344703,Drainage Area,ZZ,73,Drainage Area
4hr,0.12295305605726779,Drainage Area,ZZ,73,Drainage Area
daily,0.02851732011677896,Drainage Area,ZZ,73,Drainage Area
hourly,0.27546531393294416,Drainage Area,ZZ,73,Drainage Area
30mins,0.3854429435795498,Drainage Area,ZZ,74,Drainage Area
4hr,0.20959815603719,Drainage Area,ZZ,74,Drainage Area
daily,0.11682719828141755,Drainage Area,ZZ,74,Drainage Area
hourly,0.3299832444591198,Drainage Area,ZZ,74,Drainage Area
30mins,0.13663765699545918,Drainage Area,ZZ,75,Drainage Area
4hr,0.05601124342375988,Drainage Area,ZZ,75,Drainage Area
daily,0.009067083222500579,Drainage Area,ZZ,75,Drainage Area
hourly,0.12849786832466706,Drainage Area,ZZ,75,Drainage Area
30mins,0.5033352278797615,Drainage Area,ZZ,76,Drainage Area
4hr,0.31079065323646826,Drainage Area,ZZ,76,Drainage Area
daily,0.23854672481840447,Drainage Area,ZZ,76,Drainage Area
hourly,0.48568921788979735,Drainage Area,ZZ,76,Drainage Area
30mins,0.4986103070997597,Drainage Area,ZZ,77,Drainage Area
4hr,0.35661982874987713,Drainage Area,ZZ,77,Drainage Area
daily,0.18653105168547673,Drainage Area,ZZ,77,Drainage Area
hourly,0.4675170836894649,Drainage Area,ZZ,77,Drainage Area
30mins,0.14695960960225662,Drainage Area,ZZ,78,Drainage Area
4hr,0.11778727286140178,Drainage Area,ZZ,78,Drainage Area
daily,0.03810351480845741,Drainage Area,ZZ,78,Drainage Area
hourly,0.16348331983085687,Drainage Area,ZZ,78,Drainage Area
30mins,0.18982645054488584,Drainage Area,ZZ,79,Drainage Area
4hr,0.10377437964954156,Drainage Area,ZZ,79,Drainage Area
daily,0.030694475457498125,Drainage Area,ZZ,79,Drainage Area
hourly,0.14679652330321916,Drainage Area,ZZ,79,Drainage Area
30mins,0.7420462649335977,Drainage Area,ZZ,80,Drainage Area
4hr,0.6013076315751037,Drainage Area,ZZ,80,Drainage Area
daily,0.5137555091508142,Drainage Area,ZZ,80,Drainage Area
hourly,0.7515186399369916,Drainage Area,ZZ,80,Drainage Area
30mins,0.33529659204840306,Drainage Area,ZZ,81,Drainage Area
4hr,0.21464601661336394,Drainage Area,ZZ,81,Drainage Area
daily,0.11131255134578374,Drainage Area,ZZ,81,Drainage Area
hourly,0.2855556125094587,Drainage Area,ZZ,81,Drainage Area
30mins,0.44060324796501327,Drainage Area,ZZ,82,Drainage Area
4hr,0.3200767223660268,Drainage Area,ZZ,82,Drainage Area
daily,0.2782605324536173,Drainage Area,ZZ,82,Drainage Area
hourly,0.4219862335639281,Drainage Area,ZZ,82,Drainage Area
30mins,0.5771957764303591,Drainage Area,ZZ,83,Drainage Area
4hr,0.42621518362952904,Drainage Area,ZZ,83,Drainage Area
daily,0.21627346559789112,Drainage Area,ZZ,83,Drainage Area
hourly,0.5144496609221703,Drainage Area,ZZ,83,Drainage Area
30mins,0.6057377137138122,Drainage Area,ZZ,84,Drainage Area
4hr,0.46737842607135416,Drainage Area,ZZ,84,Drainage Area
daily,0.3050293987818445,Drainage Area,ZZ,84,Drainage Area
hourly,0.5569222550534563,Drainage Area,ZZ,84,Drainage Area
30mins,0.4323707396090438,Drainage Area,ZZ,85,Drainage Area
4hr,0.32821711385834407,Drainage Area,ZZ,85,Drainage Area
daily,0.1620216722983263,Drainage Area,ZZ,85,Drainage Area
hourly,0.4116547883579967,Drainage Area,ZZ,85,Drainage Area
30mins,0.3250771503222798,Drainage Area,ZZ,86,Drainage Area
4hr,0.2774450855927638,Drainage Area,ZZ,86,Drainage Area
daily,0.06964877558002618,Drainage Area,ZZ,86,Drainage Area
hourly,0.32595535585627944,Drainage Area,ZZ,86,Drainage Area
30mins,0.3941282121219502,Drainage Area,ZZ,87,Drainage Area
4hr,0.20709996395018507,Drainage Area,ZZ,87,Drainage Area
daily,0.08323400931890473,Drainage Area,ZZ,87,Drainage Area
hourly,0.311037787862802,Drainage Area,ZZ,87,Drainage Area
30mins,0.41844553705811227,Drainage Area,ZZ,88,Drainage Area
4hr,0.3265812074324461,Drainage Area,ZZ,88,Drainage Area
daily,0.17319548800060994,Drainage Area,ZZ,88,Drainage Area
hourly,0.402058887578509,Drainage Area,ZZ,88,Drainage Area
30mins,0.5154217681949844,Drainage Area,ZZ,89,Drainage Area
4hr,0.28331200051006916,Drainage Area,ZZ,89,Drainage Area
daily,0.15321090235085708,Drainage Area,ZZ,89,Drainage Area
hourly,0.4748631863064107,Drainage Area,ZZ,89,Drainage Area
30mins,0.29031031345321684,Drainage Area,ZZ,90,Drainage Area
4hr,0.16382446020443245,Drainage Area,ZZ,90,Drainage Area
daily,0.09708983137505287,Drainage Area,ZZ,90,Drainage Area
hourly,0.29401961590225945,Drainage Area,ZZ,90,Drainage Area
30mins,0.45520740060123405,Drainage Area,ZZ,91,Drainage Area
4hr,0.18365550844558143,Drainage Area,ZZ,91,Drainage Area
daily,0.10314766421797301,Drainage Area,ZZ,91,Drainage Area
hourly,0.36156955189965345,Drainage Area,ZZ,91,Drainage Area
30mins,0.24672058264634922,Drainage Area,ZZ,92,Drainage Area
4hr,0.10042435302227058,Drainage Area,ZZ,92,Drainage Area
daily,0.022382689921385663,Drainage Area,ZZ,92,Drainage Area
hourly,0.19087028219837734,Drainage Area,ZZ,92,Drainage Area
30mins,0.30393542074326074,Drainage Area,ZZ,93,Drainage Area
4hr,0.12725933551243623,Drainage Area,ZZ,93,Drainage Area
daily,0.03466010882676686,Drainage Area,ZZ,93,Drainage Area
hourly,0.27592960627896,Drainage Area,ZZ,93,Drainage Area
30mins,0.18236251924308694,Drainage Area,ZZ,94,Drainage Area
4hr,0.1298168748407985,Drainage Area,ZZ,94,Drainage Area
daily,0.041853147729104034,Drainage Area,ZZ,94,Drainage Area
hourly,0.19525995729691473,Drainage Area,ZZ,94,Drainage Area
30mins,0.5432735233059082,Drainage Area,ZZ,95,Drainage Area
4hr,0.33111747693484295,Drainage Area,ZZ,95,Drainage Area
daily,0.16685340570353055,Drainage Area,ZZ,95,Drainage Area
hourly,0.48596688995422666,Drainage Area,ZZ,95,Drainage Area
30mins,0.4368950361930214,Drainage Area,ZZ,96,Drainage Area
4hr,0.40772776093062835,Drainage Area,ZZ,96,Drainage Area
daily,0.16227487506681001,Drainage Area,ZZ,96,Drainage Area
hourly,0.441015159535063,Drainage Area,ZZ,96,Drainage Area
30mins,0.12395100625553056,Drainage Area,ZZ,97,Drainage Area
4hr,0.049103031058281045,Drainage Area,ZZ,97,Drainage Area
daily,0.03509138524127824,Drainage Area,ZZ,97,Drainage Area
hourly,0.11730779505480751,Drainage Area,ZZ,97,Drainage Area
30mins,0.39681102585579237,Drainage Area,ZZ,98,Drainage Area
4hr,0.22287011010769076,Drainage Area,ZZ,98,Drainage Area
daily,0.10739624297651168,Drainage Area,ZZ,98,Drainage Area
hourly,0.37628372445745234,Drainage Area,ZZ,98,Drainage Area
30mins,0.2539203190480386,Drainage Area,ZZ,99,Drainage Area
4hr,0.16983470383153032,Drainage Area,ZZ,99,Drainage Area
daily,0.06017481052251193,Drainage Area,ZZ,99,Drainage Area
hourly,0.2807243403717732,Drainage Area,ZZ,99,Drainage Area
30mins,0.32746413516441364,Drainage Area,ZZ,100,Drainage Area
4hr,0.21689242342056078,Drainage Area,ZZ,100,Drainage Area
daily,0.07306585894558751,Drainage Area,ZZ,100,Drainage Area
hourly,0.2766298169832903,Drainage Area,ZZ,100,Drainage Area
30mins,0.4797190813172723,Flow Permanence,ZZ,1,Flow Permanence
4hr,0.3005328452720334,Flow Permanence,ZZ,1,Flow Permanence
daily,0.23510804591306067,Flow Permanence,ZZ,1,Flow Permanence
hourly,0.4374440058881887,Flow Permanence,ZZ,1,Flow Permanence
30mins,0.5168103353258009,Flow Permanence,ZZ,2,Flow Permanence
4hr,0.3976175916902984,Flow Permanence,ZZ,2,Flow Permanence
daily,0.1959305030892044,Flow Permanence,ZZ,2,Flow Permanence
hourly,0.5326214283950761,Flow Permanence,ZZ,2,Flow Permanence
30mins,0.25526156370374153,Flow Permanence,ZZ,3,Flow Permanence
4hr,0.3039354965373404,Flow Permanence,ZZ,3,Flow Permanence
daily,0.07596203120264933,Flow Permanence,ZZ,3,Flow Permanence
hourly,0.2541437087290662,Flow Permanence,ZZ,3,Flow Permanence
30mins,0.6878526469710095,Flow Permanence,ZZ,4,Flow Permanence
4hr,0.534145315029187,Flow Permanence,ZZ,4,Flow Permanence
daily,0.36391812180664485,Flow Permanence,ZZ,4,Flow Permanence
hourly,0.6647016330089954,Flow Permanence,ZZ,4,Flow Permanence
30mins,0.7521801450705324,Flow Permanence,ZZ,5,Flow Permanence
4hr,0.6825351177574238,Flow Permanence,ZZ,5,Flow Permanence
daily,0.3743010606097111,Flow Permanence,ZZ,5,Flow Permanence
hourly,0.7558018655293517,Flow Permanence,ZZ,5,Flow Permanence
30mins,0.5269395638033489,Flow Permanence,ZZ,6,Flow Permanence
4hr,0.36627771720070534,Flow Permanence,ZZ,6,Flow Permanence
daily,0.11826647952951025,Flow Permanence,ZZ,6,Flow Permanence
hourly,0.49082882419706597,Flow Permanence,ZZ,6,Flow Permanence
30mins,0.33504449589357027,Flow Permanence,ZZ,7,Flow Permanence
4hr,0.20779762143298566,Flow Permanence,ZZ,7,Flow Permanence
daily,0.12886043616515128,Flow Permanence,ZZ,7,Flow Permanence
hourly,0.2976311574903141,Flow Permanence,ZZ,7,Flow Permanence
30mins,0.05716267870335959,Flow Permanence,ZZ,8,Flow Permanence
4hr,0.025606104571238797,Flow Permanence,ZZ,8,Flow Permanence
daily,0.0058502528161916145,Flow Permanence,ZZ,8,Flow Permanence
hourly,0.061057843068549285,Flow Permanence,ZZ,8,Flow Permanence
30mins,0.5409241884187841,Flow Permanence,ZZ,9,Flow Permanence
4hr,0.5081986744612917,Flow Permanence,ZZ,9,Flow Permanence
daily,0.2886411860560849,Flow Permanence,ZZ,9,Flow Permanence
hourly,0.5417535348577733,Flow Permanence,ZZ,9,Flow Permanence
30mins,0.4423900276011711,Flow Permanence,ZZ,10,Flow Permanence
4hr,0.20989771282514363,Flow Permanence,ZZ,10,Flow Permanence
daily,0.06506421867976617,Flow Permanence,ZZ,10,Flow Permanence
hourly,0.3950668455377595,Flow Permanence,ZZ,10,Flow Permanence
30mins,0.410299823662821,Flow Permanence,ZZ,11,Flow Permanence
4hr,0.4403277020569348,Flow Permanence,ZZ,11,Flow Permanence
daily,0.17878600284720772,Flow Permanence,ZZ,11,Flow Permanence
hourly,0.38317981442153215,Flow Permanence,ZZ,11,Flow Permanence
30mins,0.6412987011871882,Flow Permanence,ZZ,12,Flow Permanence
